,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,2,0,1,--153692837#1,7.333333333333333,0.33333333333333326,43.86
1,5,4,5,-101731827#0,2.3333333333333335,0.33333333333333337,1.56
2,8,6,7,-101731827#1,2.0,0.0,3.01
3,16,20,21,-103053774#0,3.0,0.0,3.7
4,18,24,25,-103053774#2,3.0,0.0,3.21
5,22,32,33,-103053774#6,1.0,0.0,0.2
6,26,36,37,-103053803,11.0,0.0,41.75
7,30,38,39,-103396186,4.0,8.0,9.08
8,35,42,43,-103512667#0,7.75,3.4999999999999996,42.99
9,39,44,45,-103512667#2,5.181818181818182,5.563636363636364,18.6
10,41,46,47,-103512672,61.0,0.0,160.59
11,44,48,49,-103671248,29.166666666666668,7218.492753623187,4.61
12,46,50,51,-103671254,6.0,0.0,23.07
13,53,64,65,-103671267#13,2.0,0.0,3.26
14,54,66,67,-103671267#14,18.5,0.5,94.31
15,57,70,71,-103671267#3,3.0,0.0,4.07
16,60,72,73,-103671267#4,2.0,0.0,1.96
17,63,74,75,-103671267#5,3.0,0.0,3.02
18,71,86,87,-103678458#0,2.0,0.0,0.2
19,74,88,89,-103678458#1,3.0,0.0,0.2
20,79,92,93,-103687101,6.5,0.5,0.2
21,82,94,95,-103718186,79.0,0.0,13.91
22,87,98,99,-1040258009,8.222222222222221,0.41025641025641035,128.51
23,90,100,101,-104236368#0,10.5,0.5,68.52
24,94,102,103,-104236369,1.0,0.0,3.18
25,98,104,105,-1042557946,2.0,0.0,22.63
26,102,106,107,-1042557947,1.2352941176470589,0.1911764705882353,11.41
27,106,108,109,-10425610#1,11.5,4.5,30.71
28,110,110,111,-10425611#0,76.69047619047619,18812.706736353077,100.46
29,114,112,113,-10425611#1,69.1,25576.744897959183,62.66
30,117,114,115,-10427692#1,25.0,0.0,40.52
31,120,116,117,-10427692#2,2.0,1.0,9.82
32,123,118,119,-10427692#3,3.6666666666666665,0.33333333333333326,19.0
33,127,120,121,-10427692#4,3.7142857142857144,0.9047619047619045,21.47
34,131,122,123,-10427692#5,5.0,0.0,58.42
35,135,124,125,-10427692#6,2.375,0.2678571428571429,31.48
36,139,126,127,-10427692#7,7.375,1.6964285714285714,54.49
37,140,132,133,-105141980#1,2.0,0.0,0.54
38,142,136,137,-105143683#1,10.0,0.0,28.17
39,145,138,139,-105467137,11.0,0.0,68.83
40,148,142,143,-105540411,16.5,112.5,36.62
41,153,148,149,-10597454#1,6.0,0.0,13.2
42,156,150,151,-10597454#2,5.0,0.0,28.86
43,165,160,161,-107431496#0,5.0,1.411764705882353,80.97
44,169,162,163,-107431496#1,16.41176470588235,0.757352941176471,250.33
45,171,166,167,-108237964#0,4.0,0.0,3.79
46,173,168,169,-108237964#1,13.0,0.0,52.02
47,177,176,177,-108239938,9.4,0.30000000000000004,71.63
48,182,182,183,-108240279#2,15.8,3.7,19.19
49,186,190,191,-108310250,1.0,0.26666666666666666,2.67
50,190,192,193,-108310251,1.6,0.3,7.88
51,193,194,195,-108310252,6.4,0.30000000000000016,38.67
52,197,196,197,-108310253,4.8,0.19999999999999996,9.98
53,201,200,201,-10941814,7.714285714285714,0.7142857142857143,159.67
54,204,202,203,-10941825,10.666666666666666,0.3333333333333335,77.67
55,209,206,207,-11014139#1,60.7,8381.122222222222,56.26
56,211,208,209,-110212545,34.0,0.0,146.58
57,213,212,213,-111120103,6.0,0.0,23.59
58,215,218,219,-112979065#1,4.25,4.25,9.27
59,216,222,223,-112979075,8.0,0.0,36.97
60,218,224,225,-112979077,6.5,1.5,36.69
61,219,226,227,-112979081,20.0,0.0,90.42
62,221,228,229,-112979094#0,6.0,2.4,21.62
63,223,230,231,-112979094#1,2.0,3.0,6.4
64,226,232,233,-112979110,6.4,0.8,30.91
65,227,234,235,-113796178#0,3.0,0.0,0.73
66,239,254,255,-113796195,7.0,0.0,11.68
67,243,260,261,-114198606#1,20.4,218.8,28.02
68,244,262,263,-114325482,39.0,0.0,97.68
69,249,266,267,-115082374#0,4.4,0.30000000000000016,4.23
70,263,296,297,-115881043#0,13.0,0.0,123.9
71,264,298,299,-115881043#10,3.0,0.0,11.25
72,265,300,301,-115881043#11,15.0,0.0,102.96
73,266,302,303,-115881043#2,4.0,0.0,19.16
74,267,304,305,-115881043#4,5.5,0.5,20.18
75,268,306,307,-115881043#5,7.5,0.5,36.83
76,269,308,309,-115881043#7,2.0,0.0,4.27
77,270,310,311,-115881043#8,3.0,0.0,9.19
78,271,312,313,-115881043#9,7.0,0.0,46.08
79,272,330,331,-116297381,52.0,0.0,240.68
80,276,332,333,-116765451#1,11.0625,0.7291666666666675,133.91
81,280,334,335,-116765451#2,1.375,0.24999999999999994,4.02
82,283,338,339,-117070809,56.0,0.0,268.44
83,285,340,341,-117560677,9.0,0.0,42.31
84,291,346,347,-118004640#1,6.0,0.0,35.57
85,295,348,349,-118004640#1.47,3.3333333333333335,0.33333333333333337,8.82
86,299,350,351,-118004640#2,2.6666666666666665,0.33333333333333326,0.13
87,303,352,353,-118004640#4,1.6666666666666667,0.3333333333333333,2.5
88,306,354,355,-118004640#5,3.0,0.0,9.63
89,310,360,361,-118604348#0,4.0,0.0,41.81
90,313,362,363,-118604348#1,2.0,0.0,21.87
91,324,374,375,-118604351#4,19.0,0.0,88.29
92,326,378,379,-118604353,3.0,0.0,12.65
93,328,384,385,-118604356,3.5,0.5,14.21
94,330,386,387,-118604357,3.0,0.0,12.97
95,331,388,389,-118604358,3.0,0.0,12.61
96,332,396,397,-118604366,3.0,0.0,12.03
97,335,402,403,-118607469#0,13.0,0.0,170.52
98,338,404,405,-118607469#1,21.0,0.0,281.09
99,341,406,407,-118607469#2,31.0,0.0,416.58
100,344,408,409,-118607469#3,14.0,0.0,182.01
101,347,410,411,-118607469#4,11.0,0.0,116.33
102,349,426,427,-118607484,4.0,0.0,19.27
103,351,428,429,-118607485,18.0,0.0,88.72
104,355,430,431,-118607487#0,1.375,0.5535714285714286,1.99
105,359,432,433,-118607487#1,9.571428571428571,0.6190476190476191,124.22
106,363,434,435,-118607487#10,2.25,0.24999999999999997,8.9
107,367,436,437,-118607487#11,1.6666666666666667,0.3333333333333333,10.15
108,371,438,439,-118607487#12,1.6666666666666667,0.3333333333333333,6.32
109,374,440,441,-118607487#13,2.0,0.0,10.56
110,377,442,443,-118607487#14,1.0,0.0,9.02
111,380,444,445,-118607487#15,1.0,0.0,9.3
112,384,446,447,-118607487#2,1.5714285714285714,0.28571428571428575,7.63
113,388,448,449,-118607487#3,0.8333333333333334,0.16666666666666669,6.8
114,392,450,451,-118607487#4,1.1666666666666667,0.16666666666666669,5.94
115,396,452,453,-118607487#5,1.3333333333333333,0.2666666666666667,8.89
116,400,454,455,-118607487#6,1.5,0.3,8.38
117,404,456,457,-118607487#7,1.5,0.3,7.45
118,408,458,459,-118607487#8,1.6,0.3,8.78
119,412,460,461,-118607487#9,1.2,0.2,5.68
120,417,476,477,-118619445#0,1.0,0.0,0.2
121,420,478,479,-118619445#1,6.0,0.0,17.51
122,427,494,495,-11940927#0,5.666666666666667,20.96969696969697,54.03
123,431,496,497,-11940927#1,2.5454545454545454,0.2727272727272727,48.35
124,435,498,499,-11940927#2,6.7272727272727275,0.8181818181818186,126.35
125,439,500,501,-11940927#3,2.727272727272727,1.218181818181818,20.69
126,443,502,503,-11940927#4,7.142857142857143,0.1428571428571428,60.86
127,447,508,509,-119621360#0,3.0,8.0,0.2
128,452,520,521,-120033068#0,23.0,0.0,96.21
129,453,522,523,-120033068#1,5.0,0.0,11.45
130,456,532,533,-120033091#1,63.0,0.0,270.05
131,458,534,535,-120033097,3.0,0.0,5.05
132,465,544,545,-120033098#6,1.0,0.0,1.67
133,469,546,547,-120033098#7,2.0,0.0,0.2
134,476,552,553,-120033103,21.0,2.0,91.05
135,485,558,559,-120125554,10.0,1.1428571428571426,36.12
136,488,566,567,-120416766#0,7.0,0.0,40.12
137,492,568,569,-120416766#1,17.428571428571427,1.9523809523809499,111.17
138,496,570,571,-120416786,21.5,1.166666666666667,95.94
139,498,572,573,-120416814#0,19.0,0.0,92.3
140,499,574,575,-120416814#1,1.0,0.0,2.46
141,505,580,581,-121460647,2.5,0.5,0.2
142,508,586,587,-121549474,7.0,0.0,37.82
143,510,588,589,-124194339#0,8.0,0.0,56.97
144,511,590,591,-124194339#1,4.0,0.0,19.26
145,515,592,593,-125002584,8.307692307692308,0.30153846153846225,157.69
146,519,594,595,-125002604#0,2.2,0.19999999999999996,14.03
147,522,596,597,-125002604#1,3.2,0.2,43.68
148,524,600,601,-125014858#0,16.0,0.0,27.29
149,528,622,623,-125496624,14.0,0.0,56.67
150,532,628,629,-126446062#0,30.0,938.2857142857143,85.11
151,536,630,631,-126446062#1,2.8333333333333335,0.7352941176470589,10.81
152,540,632,633,-126446062#2,3.789473684210526,65.50877192982458,3.75
153,544,636,637,-126446078,68.0,19.0,327.35
154,548,638,639,-126446083,149.33333333333334,22.33333333333332,689.29
155,549,640,641,-126446095,25.5,4.5,117.06
156,550,642,643,-126446099,24.0,0.0,100.7
157,551,644,645,-126446100,25.5,0.5,114.83
158,561,656,657,-126446127#0,24.0,1.9999999999999993,102.28
159,564,658,659,-126446127#1,25.333333333333332,2.2666666666666684,105.41
160,567,660,661,-126446127#2,6.142857142857143,0.47619047619047605,17.58
161,569,664,665,-126446130#1,13.0,0.0,50.36
162,573,666,667,-126909938,7.2592592592592595,0.1994301994301993,110.74
163,574,686,687,-126954030,44.0,0.0,207.14
164,575,688,689,-126954032,19.0,0.0,68.83
165,579,712,713,-127076894#2,1.3333333333333333,0.25,0.3
166,580,718,719,-127076900,4.0,0.0,17.5
167,581,722,723,-127076902#0,169.0,0.0,866.53
168,583,724,725,-127076904,47.0,0.0,343.44
169,587,726,727,-127076905#0,49.5,0.5,252.87
170,591,728,729,-127076905#1,18.333333333333332,0.6666666666666675,85.98
171,595,730,731,-127076905#2,1.25,0.21428571428571427,0.2
172,596,732,733,-127076907,149.0,0.0,764.24
173,598,736,737,-127076909,33.6,4.3,156.67
174,602,738,739,-128070665#1,9.84,1.223333333333333,99.76
175,606,740,741,-128070666#0,5.25,2.0921052631578956,25.29
176,610,742,743,-128070667#1,22.5,315.30952380952385,39.07
177,614,744,745,-128070698#0,3.75,2.25,0.2
178,620,748,749,-128361102#0,16.823529411764707,6.279411764705881,186.97
179,624,750,751,-128361102#1,6.5,0.5333333333333334,62.58
180,625,766,767,-128361114#7,1.0,0.0,3.64
181,627,774,775,-128361115#3,1.0,0.0,3.53
182,629,780,781,-128361115#6,1.0,0.0,3.67
183,630,782,783,-128361115#7,1.0,0.0,3.64
184,631,788,789,-128361133,2.0,0.0,9.07
185,633,792,793,-128361137#0,8.0,0.0,28.86
186,634,794,795,-128361137#1,7.0,0.0,32.44
187,640,812,813,-128361145#0,6.0,0.0,28.88
188,644,824,825,-128361149#0,10.0,0.0,34.94
189,647,826,827,-128361149#1,9.0,0.0,28.87
190,648,842,843,-128361155#1,10.0,0.0,34.95
191,649,860,861,-128361163#0,8.0,0.0,34.94
192,651,862,863,-128361163#1,7.0,0.0,28.87
193,652,864,865,-128361165#0,10.0,0.0,34.95
194,654,866,867,-128361165#1,6.0,0.0,28.86
195,658,868,869,-128668758#0,3.75,0.24999999999999997,8.57
196,662,870,871,-128668758#0.24,9.75,0.9166666666666666,67.04
197,665,872,873,-128668758#1,5.666666666666667,0.2666666666666668,22.1
198,668,874,875,-128668758#1.44,4.0,0.0,9.37
199,671,876,877,-128668758#3,11.166666666666666,0.5666666666666669,69.18
200,676,880,881,-128906555,10.35,220.9763157894738,47.81
201,685,892,893,-129130803#5,1.0,0.0,0.2
202,691,900,901,-129130805#1,15.0,0.0,62.7
203,694,902,903,-129130810#0,17.0,0.0,81.61
204,697,904,905,-129130810#1,6.0,0.0,15.89
205,700,906,907,-129130810#2,27.0,0.0,117.26
206,704,908,909,-129130810#3,4.0,0.0,9.06
207,712,912,913,-129130810#5,5.0,0.0,25.08
208,716,914,915,-129130810#6,10.0,0.0,32.21
209,720,916,917,-129130810#60,4.0,0.0,11.34
210,724,918,919,-129130810#7,3.5,0.5,6.09
211,726,922,923,-129323704#1,4.0,0.0,6.06
212,728,928,929,-129323704#4,4.0,0.0,0.2
213,729,930,931,-129323706#0,1.0,0.0,1.99
214,730,936,937,-129323706#3,4.0,0.0,1.71
215,731,938,939,-129323706#4,2.0,0.0,1.19
216,732,940,941,-129323706#5,1.0,0.0,2.06
217,733,942,943,-129323706#6,3.0,0.0,1.82
218,734,944,945,-129323706#7,3.0,0.0,1.78
219,736,966,967,-129323718,17.5,0.5,71.94
220,739,978,979,-129323724,18.0,0.0,84.67
221,740,980,981,-129323726,9.0,0.0,40.68
222,745,988,989,-129323739#1,3.6666666666666665,0.33333333333333337,6.85
223,747,990,991,-129323739#2,12.0,0.0,45.22
224,753,1008,1009,-129323743#0,1.0,0.0,0.78
225,754,1014,1015,-129323743#3,3.0,0.0,2.09
226,755,1016,1017,-129323743#4,3.0,0.0,1.92
227,757,1018,1019,-129323743#5,2.0,2.0,0.95
228,761,1026,1027,-129323745#0,1.0,0.0,0.77
229,764,1036,1037,-129323746#0,1.0,0.0,2.2
230,770,1042,1043,-129323746#3,2.0,0.0,3.68
