,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,3,0,1,--153692837#1,7.875,3.983333333333333,43.86
1,6,2,3,-101238042,5.2,0.20000000000000007,25.49
2,10,4,5,-101731827#0,3.0555555555555554,2.1732026143790852,1.56
3,13,6,7,-101731827#1,2.272727272727273,1.0181818181818183,3.01
4,17,10,11,-101731858,9.0,0.0,60.57
5,19,12,13,-102461801,28.0,7.0,126.31
6,22,14,15,-102818928#0,5.0,0.0,50.99
7,25,16,17,-102818928#1,89.66666666666667,18804.333333333332,101.05
8,30,20,21,-103053774#0,3.3684210526315788,0.6900584795321636,3.7
9,34,22,23,-103053774#1,3.230769230769231,1.3589743589743593,0.28
10,37,24,25,-103053774#2,3.8181818181818183,0.16363636363636364,3.21
11,38,26,27,-103053774#3,5.0,0.0,22.81
12,47,32,33,-103053774#6,1.25,0.25,0.2
13,53,36,37,-103053803,11.0,0.0,41.75
14,55,38,39,-103396186,6.833333333333333,26.96666666666666,9.08
15,57,40,41,-103512657,10.5,0.5,41.93
16,61,42,43,-103512667#0,8.37190082644628,3.0355371900826453,42.99
17,65,44,45,-103512667#2,5.92,15.669189189189192,18.6
18,67,46,47,-103512672,35.0,2.0,160.59
19,71,48,49,-103671248,4.201834862385321,0.18110771321780497,4.61
20,73,50,51,-103671254,5.0,0.0,23.07
21,77,52,53,-103671264,4.0,0.0,32.59
22,80,54,55,-103671267#0,19.333333333333332,0.3333333333333339,94.21
23,84,56,57,-103671267#1,3.5,0.5,11.5
24,87,58,59,-103671267#10,2.0,1.5,2.46
25,91,60,61,-103671267#11,3.6666666666666665,0.33333333333333337,2.47
26,93,62,63,-103671267#12,2.25,0.25000000000000006,3.1
27,104,74,75,-103671267#5,4.0,0.0,3.02
28,107,76,77,-103671267#6,4.0,0.0,3.63
29,111,78,79,-103671267#7,2.5,4.5,6.15
30,114,80,81,-103671267#9,5.0,0.0,5.22
31,120,84,85,-103678452,1.625,0.2678571428571429,0.2
32,123,86,87,-103678458#0,1.0,0.0,0.2
33,126,88,89,-103678458#1,2.5555555555555554,0.5277777777777778,0.2
34,130,92,93,-103687101,3.75,8.108695652173912,0.2
35,134,94,95,-103718186,67.5,2167.181818181818,13.91
36,139,98,99,-1040258009,8.342105263157896,0.5633442012109939,128.51
37,143,100,101,-104236368#0,11.181818181818182,10.363636363636363,68.52
38,147,102,103,-104236369,0.9090909090909091,0.13107822410147996,3.18
39,151,104,105,-1042557946,1.9344262295081966,0.062295081967213076,22.63
40,155,106,107,-1042557947,1.1475409836065573,0.1278688524590164,11.41
41,159,108,109,-10425610#1,99.5,6393.0,30.71
42,163,110,111,-10425611#0,13.42671009771987,58.271571820910786,100.46
43,167,112,113,-10425611#1,6.565916398713826,0.620641012343118,62.66
44,171,114,115,-10427692#1,36.2,569.3333333333334,40.52
45,175,116,117,-10427692#2,1.84,0.8066666666666668,9.82
46,179,118,119,-10427692#3,3.769230769230769,0.34461538461538477,19.0
47,183,120,121,-10427692#4,4.711538461538462,2.6798642533936663,21.47
48,187,122,123,-10427692#5,5.0588235294117645,1.8564705882352939,58.42
