,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,2,2,3,-101238042,5.0,0.0,25.49
1,4,4,5,-101731827#0,3.0,0.0,1.56
2,7,6,7,-101731827#1,3.0,0.0,3.01
3,10,10,11,-101731858,11.0,0.0,60.57
4,11,12,13,-102461801,30.0,0.0,126.31
5,14,20,21,-103053774#0,3.0,0.6666666666666666,3.7
6,16,22,23,-103053774#1,3.0,0.0,0.28
7,19,28,29,-103053774#4,5.0,0.0,6.06
8,20,30,31,-103053774#5,2.0,2.0,1.01
9,23,32,33,-103053774#6,1.0,0.0,0.2
10,25,38,39,-103396186,5.0,1.0,9.08
11,28,40,41,-103512657,15.0,0.0,41.93
12,31,42,43,-103512667#0,7.642857142857143,2.8626373626373622,42.99
13,34,44,45,-103512667#2,4.375,0.8392857142857141,18.6
14,38,48,49,-103671248,4.071428571428571,0.22527472527472525,4.61
15,40,50,51,-103671254,7.0,0.0,23.07
16,42,52,53,-103671264,3.6,0.3,32.59
17,43,54,55,-103671267#0,21.0,0.0,94.21
18,44,56,57,-103671267#1,4.0,0.0,11.5
19,51,72,73,-103671267#4,2.0,0.0,1.96
20,54,80,81,-103671267#9,1.0,0.0,5.22
21,59,92,93,-103687101,4.0,18.0,0.2
22,60,94,95,-103718186,50.0,0.0,13.91
23,62,96,97,-104010328,2.0,0.0,1.95
24,65,98,99,-1040258009,8.880952380952381,0.692799070847851,128.51
25,70,102,103,-104236369,0.9375,0.06249999999999999,3.18
26,74,104,105,-1042557946,1.9473684210526316,0.05263157894736841,22.63
27,78,106,107,-1042557947,1.0,0.0,11.41
28,82,108,109,-10425610#1,78.25,19184.25,30.71
29,86,110,111,-10425611#0,14.555555555555555,96.93968253968254,100.46
30,90,112,113,-10425611#1,6.388888888888889,0.47301587301587306,62.66
31,94,114,115,-10427692#1,67.66666666666667,466.3333333333334,40.52
32,98,116,117,-10427692#2,4.0,0.0,9.82
33,104,120,121,-10427692#4,3.0,2.0,21.47
34,107,122,123,-10427692#5,5.0,0.0,58.42
35,110,124,125,-10427692#6,2.5,0.5,31.48
36,113,126,127,-10427692#7,6.5,0.5,54.49
37,115,130,131,-105141980#0,38.0,0.0,183.52
38,118,132,133,-105141980#1,2.0,2.0,0.54
39,120,134,135,-105143683#0,25.0,0.0,112.05
40,122,136,137,-105143683#1,9.0,0.0,28.17
41,129,148,149,-10597454#1,10.4,255.8,13.2
42,133,150,151,-10597454#2,4.6,0.30000000000000004,28.86
43,136,152,153,-10597455#0,1.0,0.0,0.2
44,138,154,155,-10597455#1,6.0,0.0,17.94
45,141,160,161,-107431496#0,5.666666666666667,3.25,80.97
46,145,162,163,-107431496#1,16.166666666666668,0.16666666666666652,250.33
47,155,176,177,-108239938,9.263157894736842,0.538011695906433,71.63
48,161,182,183,-108240279#2,14.0,4.0,19.19
49,165,190,191,-108310250,1.0666666666666667,0.13333333333333333,2.67
50,169,192,193,-108310251,1.375,0.25,7.88
51,173,194,195,-108310252,6.3125,0.22916666666666677,38.67
52,177,196,197,-108310253,4.473684210526316,0.485380116959064,9.98
53,181,200,201,-10941814,7.541666666666667,0.4329710144927538,159.67
54,185,204,205,-109483355,8.0,0.0,45.69
55,188,206,207,-11014139#1,50.0,1246.625,56.26
56,193,210,211,-110750652,51.0,0.0,87.48
57,196,224,225,-112979077,7.5,4.5,36.69
58,200,228,229,-112979094#0,7.0,0.0,21.62
59,203,230,231,-112979094#1,3.0,0.0,6.4
60,204,232,233,-112979110,6.666666666666667,0.33333333333333326,30.91
61,207,234,235,-113796178#0,4.0,0.0,0.73
62,209,236,237,-113796178#1,3.0,0.0,15.07
63,212,238,239,-113796181#1,3.0,0.0,0.55
64,215,240,241,-113796181#2,2.0,0.0,0.14
65,221,256,257,-113796197,5.0,0.0,21.4
66,227,264,265,-115082348,34.0,458.0,6.31
67,240,296,297,-115881043#0,13.0,0.0,123.9
68,243,302,303,-115881043#2,4.0,0.0,19.16
69,245,304,305,-115881043#4,5.0,0.0,20.18
70,247,306,307,-115881043#5,7.0,0.0,36.83
71,250,316,317,-115881047,11.0,0.0,69.25
72,251,324,325,-115881049#1,2.0,0.0,9.59
73,253,326,327,-115881049#2,19.0,0.0,132.96
74,257,332,333,-116765451#1,10.68,0.7266666666666666,133.91
75,261,334,335,-116765451#2,1.44,0.25666666666666665,4.02
76,291,384,385,-118604356,3.5,0.5,14.21
77,306,430,431,-118607487#0,2.0,1.0,1.99
78,310,432,433,-118607487#1,10.5,0.5,124.22
79,313,434,435,-118607487#10,2.0,0.0,8.9
80,316,436,437,-118607487#11,2.0,0.0,10.15
81,319,438,439,-118607487#12,3.0,0.0,6.32
82,329,446,447,-118607487#2,1.5,0.5,7.63
83,333,448,449,-118607487#3,1.0,0.0,6.8
84,337,450,451,-118607487#4,1.0,0.0,5.94
85,341,452,453,-118607487#5,1.5,0.5,8.89
86,345,454,455,-118607487#6,1.5,0.5,8.38
