,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,2,4,5,-101731827#0,3.0,0.0,1.56
1,4,6,7,-101731827#1,3.0,0.0,3.01
2,9,20,21,-103053774#0,4.0,0.0,3.7
3,10,22,23,-103053774#1,3.0,0.0,0.28
4,11,24,25,-103053774#2,4.0,0.0,3.21
5,13,42,43,-103512667#0,7.0,2.0,42.99
6,16,44,45,-103512667#2,4.5,0.5,18.6
7,20,48,49,-103671248,4.125,0.12499999999999996,4.61
8,27,94,95,-103718186,134.0,0.0,13.91
9,31,98,99,-1040258009,8.333333333333334,0.24999999999999997,128.51
10,32,100,101,-104236368#0,10.0,0.0,68.52
11,36,102,103,-104236369,1.0,0.0,3.18
12,40,104,105,-1042557946,2.142857142857143,0.14285714285714288,22.63
13,44,106,107,-1042557947,1.1428571428571428,0.14285714285714285,11.41
14,47,108,109,-10425610#1,37.0,0.0,30.71
15,51,110,111,-10425611#0,24.88888888888889,1724.3611111111113,100.46
16,55,112,113,-10425611#1,6.888888888888889,0.861111111111111,62.66
17,57,114,115,-10427692#1,38.0,1371.0,40.52
18,59,116,117,-10427692#2,4.333333333333333,16.333333333333332,9.82
19,61,118,119,-10427692#3,27.333333333333332,1776.3333333333335,19.0
20,63,120,121,-10427692#4,21.25,1190.25,21.47
21,65,122,123,-10427692#5,4.333333333333333,0.33333333333333326,58.42
22,67,124,125,-10427692#6,3.0,0.0,31.48
23,69,126,127,-10427692#7,5.666666666666667,0.3333333333333335,54.49
24,73,136,137,-105143683#1,9.0,0.0,28.17
25,74,138,139,-105467137,11.0,0.0,68.83
26,76,148,149,-10597454#1,17.0,0.0,13.2
27,78,150,151,-10597454#2,4.0,0.0,28.86
28,80,152,153,-10597455#0,1.0,0.0,0.2
29,82,154,155,-10597455#1,7.0,0.0,17.94
30,85,160,161,-107431496#0,5.25,3.5833333333333335,80.97
31,88,162,163,-107431496#1,16.333333333333332,0.33333333333333304,250.33
32,92,176,177,-108239938,9.8,0.7000000000000002,71.63
33,100,190,191,-108310250,0.9,0.3222222222222222,2.67
34,104,192,193,-108310251,2.0,0.0,7.88
35,108,194,195,-108310252,6.2,0.19999999999999996,38.67
36,112,196,197,-108310253,5.2,0.19999999999999996,9.98
37,116,200,201,-10941814,7.666666666666667,0.3333333333333335,159.67
38,120,202,203,-10941825,11.0,0.0,77.67
39,124,206,207,-11014139#1,23.333333333333332,714.3333333333334,56.26
40,127,224,225,-112979077,6.5,0.5,36.69
41,128,228,229,-112979094#0,6.0,2.0,21.62
42,129,232,233,-112979110,6.5,0.5,30.91
43,131,260,261,-114198606#1,25.5,924.5,28.02
44,147,332,333,-116765451#1,11.142857142857142,1.1428571428571421,133.91
45,151,334,335,-116765451#2,1.4285714285714286,0.28571428571428575,4.02
46,153,346,347,-118004640#1,6.0,0.0,35.57
47,154,348,349,-118004640#1.47,3.0,0.0,8.82
48,155,350,351,-118004640#2,2.0,0.0,0.13
49,156,352,353,-118004640#4,2.0,0.0,2.5
50,158,354,355,-118004640#5,3.0,0.0,9.63
51,162,380,381,-118604354,3.0,0.0,13.05
52,174,430,431,-118607487#0,1.0,0.0,1.99
53,178,432,433,-118607487#1,13.0,0.0,124.22
54,204,462,463,-118607492,25.0,0.0,106.27
55,205,464,465,-118607497#0,4.0,0.0,0.2
56,209,494,495,-11940927#0,5.0,7.0,54.03
57,213,496,497,-11940927#1,2.5,0.5,48.35
58,217,498,499,-11940927#2,6.5,0.5,126.35
59,221,500,501,-11940927#3,3.5,4.5,20.69
