,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,1,0,1,--153692837#1,6.0,0.0,43.86
1,5,4,5,-101731827#0,3.1666666666666665,0.9666666666666668,1.56
2,7,6,7,-101731827#1,2.5,0.33333333333333326,3.01
3,9,12,13,-102461801,26.0,0.0,126.31
4,15,18,19,-103053747,10.0,0.0,41.6
5,18,20,21,-103053774#0,2.857142857142857,1.8095238095238093,3.7
6,21,22,23,-103053774#1,3.2,0.20000000000000004,0.28
7,24,24,25,-103053774#2,3.1666666666666665,0.5666666666666667,3.21
8,29,32,33,-103053774#6,2.0,0.0,0.2
9,32,36,37,-103053803,11.0,0.0,41.75
10,35,38,39,-103396186,7.75,17.583333333333332,9.08
11,38,40,41,-103512657,10.5,0.5,41.93
12,42,42,43,-103512667#0,7.815789473684211,2.5867709815078235,42.99
13,46,44,45,-103512667#2,5.136363636363637,4.694805194805195,18.6
14,48,46,47,-103512672,35.5,0.5,160.59
15,51,48,49,-103671248,4.066666666666666,0.20229885057471264,4.61
16,52,50,51,-103671254,5.0,0.0,23.07
17,60,58,59,-103671267#10,3.0,0.0,2.46
18,61,60,61,-103671267#11,4.0,0.0,2.47
19,62,62,63,-103671267#12,2.0,0.0,3.1
20,71,74,75,-103671267#5,3.0,0.0,3.02
21,76,78,79,-103671267#7,4.0,0.0,6.15
22,79,80,81,-103671267#9,4.0,0.0,5.22
23,85,84,85,-103678452,2.0,0.0,0.2
24,89,88,89,-103678458#1,2.0,2.0,0.2
25,95,92,93,-103687101,2.2,7.2,0.2
26,98,94,95,-103718186,82.75,1612.25,13.91
27,99,96,97,-104010328,2.0,0.0,1.95
28,103,98,99,-1040258009,8.272727272727273,0.5723905723905726,128.51
29,106,100,101,-104236368#0,11.25,3.5833333333333326,68.52
30,110,102,103,-104236369,0.9230769230769231,0.07692307692307691,3.18
31,114,104,105,-1042557946,1.9655172413793103,0.10591133004926111,22.63
32,118,106,107,-1042557947,1.1379310344827587,0.12315270935960596,11.41
33,122,108,109,-10425610#1,22.666666666666668,649.3333333333334,30.71
34,126,110,111,-10425611#0,13.162962962962963,92.77921503593143,100.46
35,130,112,113,-10425611#1,7.095588235294118,10.294498910675378,62.66
36,134,114,115,-10427692#1,48.285714285714285,416.5714285714286,40.52
37,138,116,117,-10427692#2,2.142857142857143,1.1428571428571428,9.82
38,142,118,119,-10427692#3,4.714285714285714,5.904761904761905,19.0
39,146,120,121,-10427692#4,4.8,4.742857142857143,21.47
40,150,122,123,-10427692#5,5.538461538461538,3.102564102564102,58.42
41,154,124,125,-10427692#6,2.923076923076923,0.07692307692307691,31.48
42,158,126,127,-10427692#7,7.076923076923077,2.076923076923077,54.49
43,160,130,131,-105141980#0,37.0,0.0,183.52
44,163,134,135,-105143683#0,25.0,0.0,112.05
45,166,136,137,-105143683#1,12.25,42.916666666666664,28.17
46,169,138,139,-105467137,11.5,1.0,68.83
