,from_node,to_node,edge_tt,edge_var,distance
0,14,15,4.0,0.0,50.99
1,16,17,8.0,0.0,101.05
2,94,95,9.5,84.5,13.91
3,98,99,7.333,0.333,128.51
4,114,115,5.0,0.0,40.52
5,118,119,2.0,0.0,19.0
6,120,121,2.0,0.0,21.47
7,122,123,4.0,0.0,58.42
8,124,125,3.0,0.0,31.48
9,126,127,5.0,0.0,54.49
10,142,143,7.0,0.0,36.62
11,200,201,8.0,0.5,159.67
12,264,265,29.0,0.0,6.31
13,332,333,10.333,0.75,133.91
14,366,367,2.0,0.0,5.16
15,368,369,7.0,0.0,31.8
16,370,371,12.0,0.0,57.72
17,374,375,18.0,0.0,88.29
18,416,417,61.0,0.0,299.99
19,418,419,25.0,0.0,125.95
20,470,471,27.0,0.0,111.76
21,494,495,3.0,0.0,54.03
22,496,497,3.0,0.0,48.35
23,498,499,6.0,0.0,126.35
24,502,503,5.0,0.0,60.86
25,520,521,20.0,0.0,96.21
26,522,523,3.0,0.0,11.45
27,592,593,7.25,1.583,157.69
28,596,597,3.0,0.0,43.68
29,628,629,6.0,0.0,85.11
30,630,631,1.667,0.333,10.81
31,638,639,143.0,18.0,689.29
32,660,661,4.0,0.0,17.58
33,666,667,7.333,0.333,110.74
34,720,721,3.0,0.0,12.01
35,726,727,55.0,0.0,252.87
36,728,729,18.5,0.5,85.98
37,738,739,6.4,0.3,99.76
38,740,741,2.0,0.0,25.29
39,742,743,20.0,439.0,39.07
40,748,749,14.0,1.0,186.97
41,750,751,4.667,0.333,62.58
42,880,881,3.4,0.3,47.81
43,1046,1047,2.0,0.0,8.13
44,1048,1049,1.5,0.333,17.09
45,1050,1051,1.25,0.25,17.3
46,1052,1053,2.75,0.25,35.82
47,1054,1055,2.6,0.3,29.69
48,1056,1057,11.6,87.3,22.2
49,1098,1099,15.0,2.0,80.27
50,1216,1217,3.5,0.333,50.47
51,1218,1219,10.75,107.583,29.15
52,1220,1221,2.5,0.333,31.44
53,1222,1223,5.5,0.333,65.62
54,1224,1225,3.6,0.3,39.29
55,1238,1239,51.0,0.0,83.74
56,1240,1241,85.0,0.0,162.24
57,1258,1259,7.0,0.0,33.89
58,1428,1429,16.75,0.917,216.65
59,1430,1431,11.5,0.333,139.44
60,1432,1433,6.25,0.25,70.26
61,1434,1435,5.0,0.0,61.02
62,1436,1437,4.4,0.3,61.49
63,1438,1439,3.8,0.2,51.93
64,1440,1441,3.6,0.3,45.48
65,1444,1445,1.2,0.2,16.04
66,1500,1501,6.6,0.8,154.58
67,1502,1503,2.2,0.2,50.04
68,1526,1527,2.0,0.0,25.81
69,1586,1587,2.0,0.0,14.24
70,1588,1589,4.0,0.0,44.45
71,1590,1591,4.0,0.0,43.15
72,1592,1593,8.0,0.0,87.25
73,1600,1601,4.167,0.567,54.16
74,1602,1603,7.833,0.567,104.49
75,1604,1605,8.5,1.667,7.84
76,1606,1607,9.0,0.0,96.18
77,1608,1609,6.75,0.25,90.09
78,1610,1611,6.0,0.0,76.59
79,1616,1617,7.0,0.8,89.18
80,1646,1647,2.0,0.0,18.51
81,1648,1649,12.0,0.0,145.56
82,1650,1651,7.0,0.0,81.08
83,1668,1669,4.0,0.0,34.72
84,1670,1671,7.0,0.0,50.69
85,1694,1695,2.667,0.267,54.28
86,1704,1705,30.0,286.0,16.48
87,1706,1707,1.8,0.2,14.72
88,1834,1835,11.0,0.0,83.29
89,1836,1837,5.0,0.0,38.07
90,1848,1849,2.0,0.0,7.72
91,1872,1873,5.0,0.0,35.81
92,1920,1921,7.0,0.0,80.37
93,1922,1923,4.0,0.0,67.0
94,2010,2011,7.0,0.0,95.45
95,2012,2013,11.5,0.5,138.42
96,2016,2017,9.0,0.0,97.1
97,2018,2019,4.0,0.0,45.29
98,2022,2023,5.5,0.5,71.13
99,2024,2025,2.0,0.0,23.9
100,2080,2081,24.0,882.0,8.44
101,2082,2083,5.0,0.0,22.47
102,2084,2085,2.5,0.5,13.98
103,2086,2087,11.0,0.0,27.41
104,2088,2089,3.0,0.0,28.15
105,2090,2091,4.0,0.0,40.76
106,2092,2093,2.0,0.0,33.11
107,2148,2149,3.667,0.333,46.21
108,2150,2151,7.0,0.0,92.59
109,2162,2163,2.0,0.0,31.1
110,2164,2165,2.0,0.0,27.68
111,2168,2169,2.0,0.0,29.55
112,2170,2171,5.0,0.0,65.18
113,2172,2173,2.0,0.0,21.11
114,2184,2185,11.0,0.0,145.3
115,2188,2189,4.0,0.0,53.01
116,2190,2191,4.0,0.0,48.33
117,2192,2193,15.556,97.778,19.48
118,2194,2195,9.333,18.25,10.69
119,2196,2197,3.889,0.111,50.72
120,2202,2203,2.0,0.0,26.36
121,2204,2205,9.0,0.0,116.77
122,2206,2207,3.0,0.0,40.25
123,2208,2209,4.0,0.0,48.29
124,2218,2219,5.0,0.0,68.34
125,2220,2221,3.0,0.0,43.48
126,2222,2223,3.0,0.0,46.99
127,2224,2225,5.0,0.0,68.07
128,2226,2227,2.0,0.0,27.2
129,2228,2229,9.0,0.0,101.41
130,2230,2231,2.0,0.0,31.24
131,2326,2327,6.667,1.333,106.64
132,2392,2393,6.6,0.8,101.2
133,2394,2395,2.2,0.2,36.53
134,2396,2397,17.6,7.3,270.15
135,2444,2445,4.0,0.0,25.83
136,2466,2467,17.0,0.0,197.5
137,2468,2469,2.5,0.5,27.78
138,2470,2471,21.5,0.5,270.5
139,2472,2473,2.0,0.0,26.27
140,2500,2501,3.5,0.5,33.17
141,2502,2503,51.333,152.333,168.94
142,2558,2559,3.0,0.0,36.94
143,2560,2561,5.333,0.333,74.12
144,2578,2579,4.0,0.0,44.76
145,2580,2581,2.0,0.0,21.75
146,2582,2583,5.0,0.0,59.63
147,2586,2587,2.0,0.0,19.02
148,2670,2671,2.0,0.0,11.8
149,2674,2675,5.0,0.0,23.83
150,2690,2691,7.0,0.0,56.39
151,2692,2693,12.0,0.0,88.0
152,2728,2729,5.5,0.5,23.57
153,2762,2763,15.0,0.0,82.0
154,2764,2765,6.0,0.0,26.27
155,2776,2777,6.0,0.0,48.64
156,2778,2779,13.0,0.0,101.23
157,2786,2787,15.0,0.0,71.17
158,2848,2849,23.0,12.444,337.38
159,2850,2851,7.556,1.778,113.8
160,2852,2853,10.0,2.0,149.02
161,2854,2855,8.333,1.0,125.42
162,2856,2857,1.556,0.278,27.18
163,2858,2859,6.444,0.778,91.37
164,2894,2895,21.0,0.0,112.03
165,2898,2899,2.0,0.0,8.99
166,2950,2951,7.0,0.0,97.28
167,2952,2953,3.0,0.0,42.34
168,2954,2955,2.0,0.0,27.31
169,2958,2959,9.5,1.667,128.76
170,2960,2961,8.0,12.0,70.55
171,2962,2963,1.5,0.333,21.81
172,2964,2965,5.0,0.0,69.78
173,2976,2977,3.0,0.0,10.78
174,2988,2989,3.0,0.0,36.08
175,2992,2993,2.0,0.0,25.16
176,2994,2995,7.0,0.0,95.43
177,3350,3351,4.0,0.0,23.44
178,3352,3353,13.0,0.0,88.46
179,3354,3355,1.111,0.111,14.2
180,3366,3367,7.0,0.0,90.4
181,3368,3369,32.0,0.0,340.74
182,3396,3397,2.333,1.333,14.72
183,3428,3429,4.0,0.0,26.22
184,3458,3459,15.0,0.0,96.77
185,3460,3461,6.0,0.0,33.56
186,3462,3463,4.0,0.0,26.8
187,3488,3489,55.0,0.0,116.64
188,3508,3509,34.0,2.0,159.58
189,3560,3561,7.0,0.0,42.04
190,3642,3643,2.0,0.0,7.15
191,3724,3725,10.333,76.333,57.35
192,3726,3727,7.333,1.333,95.12
193,3728,3729,3.333,1.333,47.19
194,3730,3731,13.667,5.333,176.13
195,3732,3733,1.667,0.333,17.38
196,3734,3735,3.0,0.0,39.77
197,3892,3893,16.0,0.0,117.53
198,3894,3895,10.5,4.5,58.66
199,3918,3919,5.0,0.0,61.49
200,3924,3925,3.0,0.0,39.96
201,3936,3937,4.0,0.0,20.93
202,3946,3947,2.0,0.0,8.0
203,3948,3949,31.0,0.0,156.42
204,4080,4081,11.0,0.0,62.71
205,4118,4119,4.5,0.5,34.63
206,4122,4123,2.0,0.0,14.68
207,4124,4125,5.5,0.5,46.05
208,4126,4127,5.0,0.0,35.98
209,4128,4129,39.833,305.367,309.1
210,4130,4131,2.0,0.5,24.34
211,4136,4137,4.0,0.0,56.55
212,4138,4139,1.333,0.333,21.03
213,4140,4141,16.0,1.0,202.41
214,4142,4143,2.0,0.0,23.66
215,4144,4145,4.0,0.4,56.63
