,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,6,4,5,-101731827#0,1.5,0.5,1.56
1,10,6,7,-101731827#1,2.0,0.0,3.01
2,15,10,11,-101731858,9.5,0.5,60.57
3,18,12,13,-102461801,28.0,0.0,126.31
4,22,14,15,-102818928#0,5.0,0.0,50.99
5,26,16,17,-102818928#1,11.0,0.0,101.05
6,31,20,21,-103053774#0,3.466666666666667,0.5523809523809523,3.7
7,35,22,23,-103053774#1,3.090909090909091,0.09090909090909097,0.28
8,39,24,25,-103053774#2,2.727272727272727,1.2181818181818183,3.21
9,41,26,27,-103053774#3,5.0,0.0,22.81
10,43,28,29,-103053774#4,4.0,0.0,6.06
11,45,30,31,-103053774#5,2.0,2.0,1.01
12,48,32,33,-103053774#6,2.25,0.24999999999999997,0.2
13,51,34,35,-103053774#7,3.0,0.0,8.85
14,52,36,37,-103053803,11.0,0.0,41.75
15,56,38,39,-103396186,4.75,1.583333333333333,9.08
16,59,40,41,-103512657,10.75,0.25000000000000017,41.93
17,62,42,43,-103512667#0,9.290322580645162,23.324167107350615,42.99
18,66,44,45,-103512667#2,4.945945945945946,5.552552552552552,18.6
19,68,46,47,-103512672,34.5,4.5,160.59
20,72,48,49,-103671248,4.176470588235294,0.268235294117647,4.61
21,77,52,53,-103671264,3.7333333333333334,0.20952380952380945,32.59
22,79,54,55,-103671267#0,20.75,1.583333333333333,94.21
23,82,56,57,-103671267#1,4.25,0.25000000000000006,11.5
24,87,60,61,-103671267#11,2.0,0.0,2.47
25,89,62,63,-103671267#12,4.0,0.0,3.1
26,91,64,65,-103671267#13,2.0,1.0,3.26
27,95,68,69,-103671267#2,3.0,1.0,2.34
28,98,70,71,-103671267#3,4.0,0.0,4.07
29,100,72,73,-103671267#4,3.25,0.25,1.96
30,103,74,75,-103671267#5,2.75,1.5833333333333333,3.02
31,106,76,77,-103671267#6,3.3333333333333335,4.333333333333333,3.63
32,109,78,79,-103671267#7,3.6666666666666665,0.33333333333333337,6.15
33,112,80,81,-103671267#9,1.0,0.0,5.22
34,117,84,85,-103678452,2.0,0.0,0.2
35,121,88,89,-103678458#1,2.6666666666666665,0.33333333333333337,0.2
36,123,90,91,-103686129#1,88.0,0.0,177.86
37,127,92,93,-103687101,2.75,12.25,0.2
38,131,94,95,-103718186,29.0,1352.0,13.91
39,135,98,99,-1040258009,8.675675675675675,1.8211302211302212,128.51
40,139,100,101,-104236368#0,14.444444444444445,52.77777777777778,68.52
41,143,102,103,-104236369,0.9552238805970149,0.04341926729986432,3.18
42,147,104,105,-1042557946,1.9545454545454546,0.044055944055944055,22.63
