simulation_time,time_interval,travel_time_factor,travel requests,average travel duration,standard error,25%,50%,75%
0,0,2.0509874986029732,1322.0,583.0234493192132,6.288843246207477,-134.52937149745338,-0.1993118643525804,132.57708795682788
900,1,1.9787441692234775,1116.0,568.6442652329748,6.800882179181683,-120.08868314874405,-0.7468819376886415,133.8212235588316
1800,2,1.9030475579437005,890.0,533.238202247191,7.513662002827287,-124.9523197529874,4.214584168738497,116.94105782340205
2700,3,1.827120259357902,788.0,544.9873096446701,7.779325898425151,-115.22857829664486,2.1521345121297766,123.91914423805108
3600,4,1.858344978121398,665.0,547.9518796992481,8.167672457150646,-116.38568558052242,4.732122275374593,122.99860262543224
4500,5,1.8172504530586369,618.0,524.1003236245955,8.955000142884181,-112.94413772982556,-4.408280172582998,114.06659260630748
5400,6,1.7964454433830717,494.0,524.2165991902833,9.516192672874901,-116.26680506128906,-6.538604815716583,117.98673804915613
6300,7,1.8440276491372511,417.0,515.6378896882494,11.5296472584784,-119.04245137388081,3.6643597132173222,112.16880209941336
7200,8,1.7890169917579095,427.0,520.0257611241218,11.323173705565615,-125.2714814009137,-14.768689725183096,116.52038769245644
8100,9,1.7751422262145367,348.0,545.1522988505748,12.921093069834427,-121.5872632682087,8.078776480275423,127.84490324874615
9000,10,1.7982665869695158,306.0,530.9117647058823,15.44611552137149,-125.06687089061559,-9.010310818888227,99.747758517633
9900,11,1.6966316322654174,267.0,501.80898876404495,12.088655843816175,-103.72581360010132,3.044624540964918,103.6399898695707
10800,12,1.7172083934846962,233.0,505.412017167382,11.665417884537174,-101.89177129358234,-13.411654053108125,114.16845297986204
11700,13,1.760969198625059,200.0,522.55,15.964952356736484,-94.0381394486757,0.17355260497399172,116.9119262654175
12600,14,1.7975359768091934,169.0,513.6804733727812,17.904200363061225,-134.5055595817372,-8.813562480588018,134.72154467336168
13500,15,1.7226583961010191,187.0,519.7914438502673,18.61627335451311,-117.06098360655741,12.725210456357901,114.06225963668585
14400,16,1.8689276071712992,180.0,534.5444444444445,20.75857780047029,-114.48327603286522,-1.9628809509935363,111.96883437251131
15300,17,1.7106231755298895,187.0,504.524064171123,16.215109664700588,-132.309620510217,-15.97448914836906,132.22515547658335
16200,18,1.6375042939017554,183.0,494.9289617486338,14.835925675175025,-118.73263907721788,-1.5635949449476243,97.51186020863844
17100,19,1.7070274947125552,237.0,449.5316455696203,15.990105610996395,-133.47909055950777,-12.62391847721591,101.93496442991741
18000,20,1.6826698262243287,251.0,424.3545816733068,15.181357366300418,-122.92740916271723,-24.30797788309644,80.33664296998418
18900,21,1.7202384768254375,374.0,430.4919786096257,11.815322633753047,-105.34531059683313,-17.36617731905895,80.33030963523301
19800,22,1.6958104671396064,567.0,446.89241622574957,8.09176455281101,-110.49448534332748,2.597510373444038,104.41713291393387
20700,23,1.7867928316593134,803.0,432.21917808219183,7.146706713922835,-118.97080718481492,-12.424602173566086,98.17727022337999
21600,24,1.9100778718808615,1014.0,463.96055226824456,7.183195841232427,-129.48961234581938,-4.052748252145747,118.332078099244
22500,25,1.9350221198715232,1350.0,473.0340740740741,5.8951480209657285,-122.62312284103999,2.0599903036179508,106.8232198048603
23400,26,2.0261712135465664,1853.0,523.0539665407447,5.267237190317184,-130.2755973659455,3.2739981185324036,131.10178739416745
24300,27,2.171578735603279,2325.0,519.9870967741937,4.667424286815039,-130.79575516773122,4.421063219836057,127.88530402856712
25200,28,2.3783724697809414,2467.0,590.9209566274827,5.016042586857166,-146.82342917181262,-6.105514233833219,145.40677324571203
26100,29,2.618044279380434,2773.0,655.8611611972592,5.582798545001022,-164.14856048828233,2.5640222836414064,167.65586744976102
27000,30,3.0418679728651634,3340.0,735.1739520958084,6.0103474331301605,-207.81441891262443,-5.978264505195567,206.68518312050617
27900,31,3.2258987758293283,3391.0,734.9103509289296,6.4824424187963245,-216.72938863956156,-1.7826873762982132,207.86048894337125
28800,32,3.4380789537228598,3320.0,793.3936746987953,6.740905605938241,-221.9563564990962,-10.85043496988169,217.5021373238747
29700,33,3.5694103131076305,3314.0,839.7570911285455,7.193769547222391,-241.9843349989996,-9.160932602081914,225.177211967145
30600,34,3.7560159861502482,3391.0,902.1250368622824,7.825769813541533,-249.8509254654953,-0.1310053962465645,252.15274508720555
31500,35,3.8507442907670315,3279.0,886.1890820372066,8.150951692872344,-276.9472370532632,-4.088387261781463,281.93321260888064
32400,36,3.9383282007731135,3228.0,887.840458488228,8.05544887575446,-266.5355455561098,-17.068548193160186,278.36838315420897
33300,37,3.9523502142721942,3042.0,919.8477975016436,8.69116656937789,-271.01704713988283,-13.60847370963495,276.35336832500445
34200,38,4.017660288316189,3101.0,948.7961947758788,8.852151373135412,-275.15016775430445,-7.483464218559845,280.57390406665934
35100,39,4.031607954872503,3052.0,917.9701834862384,8.424259218461255,-273.2473935848729,-16.36486933747767,267.8664630461061
36000,40,4.033017288817944,2977.0,942.8874706079947,8.719468690020138,-254.754489589784,-7.924149316306511,274.63223654056975
36900,41,4.128902382972705,2949.0,950.4120040691761,9.182556447787904,-275.75730978645163,-14.327305190213453,274.082568766794
37800,42,4.062254380323423,2970.0,942.1407407407409,9.123224593006537,-271.9236787893481,-11.941051277621483,286.50522452197174
38700,43,4.073457362037148,2876.0,934.0497218358831,9.032828624596348,-269.3609142782625,-1.7874569162252667,279.24804691942484
39600,44,4.273876722982074,2843.0,987.7766443897293,9.540263073766132,-290.4825019442285,-15.820275677131805,280.87073810672484
40500,45,4.20494669932231,2841.0,985.6522351284759,9.526092153335934,-279.45577898275957,-0.23667483057738534,297.2614924189753
41400,46,4.295146219878195,3018.0,1004.3611663353214,9.598165482655599,-286.42922881377547,-17.79439379468846,307.89259803490916
42300,47,4.375051361790288,3021.0,1004.493545183714,9.548296095114516,-308.39271981764955,-17.639740833812766,296.1161144102801
43200,48,4.3609910148066655,3063.0,1001.7636304276853,9.69304573334784,-320.42176400862985,-20.928831924866586,318.49625924883674
44100,49,4.372401665051706,2978.0,998.5446608462056,10.055693551007897,-301.58902343629387,-21.02654319444673,307.60625181039813
45000,50,4.396094651904224,2920.0,1006.7719178082193,9.981452574660388,-316.49508466871237,-23.5138996058165,299.6607733534313
45900,51,4.316411124908272,2820.0,982.4258865248227,9.760228206831869,-299.53725038522117,-13.09449098605734,299.00496970424035
46800,52,4.387369207534157,2706.0,1015.5705838876573,10.356896607825409,-310.05177497788856,-25.657062713330898,314.64301200241385
47700,53,4.320754244699308,2728.0,1012.4138563049852,10.198031160161108,-313.90553793829554,-14.405594257903118,291.98119394439067
48600,54,4.281551321529759,2962.0,986.7197839297772,9.315915474238343,-291.83913770219954,-21.009428406517287,298.3912034256348
49500,55,4.181302743413689,2907.0,951.0701754385964,9.275711590224429,-300.2463741266145,-29.475870360848152,282.2875790205983
50400,56,4.162271020368967,3013.0,978.1778957849319,8.849215185771515,-284.06483101652765,-4.967391012686222,287.7992718408896
51300,57,4.189024985466788,3010.0,955.2076411960131,8.535127088297724,-282.3309645535353,-12.771484019295995,267.37030912394255
52200,58,4.222256796909207,3241.0,946.1789571120024,8.025692261636618,-276.12030797784905,-14.899607041854095,258.53961662485557
53100,59,4.14909530744736,3261.0,927.7865685372583,8.047073043555157,-262.2152008096566,-19.68058058305155,248.1884179605539
54000,60,4.127659001008797,3364.0,956.019322235434,7.771696101183313,-268.56369473757167,-18.88290962156006,256.04790918518484
54900,61,4.203927174757215,3227.0,947.733498605516,7.757051829357507,-258.8737963834804,-13.910818631055918,260.3875036941834
55800,62,4.065470804722756,3137.0,933.8737647433853,7.820325825918026,-263.4932666847998,-15.892372425048164,248.54889008542926
56700,63,4.1035796807902285,2891.0,915.9328951919753,8.258148843125587,-272.1047349914224,-32.82713732466937,256.54491841538805
57600,64,4.150848497828012,2745.0,946.1424408014573,8.576302772306661,-274.0257617941038,-21.505336474378854,252.30296438834333
58500,65,4.238541004925846,2674.0,953.1454749439042,8.570671920526058,-291.0538263447959,-45.933185103389576,249.4084868572037
59400,66,4.142872638967619,2503.0,946.0447463044346,8.781018676198604,-286.71642417753134,-32.429811117409486,254.77972503901526
60300,67,4.231129099458365,2560.0,971.8953125,8.885626018621744,-283.03578358431037,-39.04786024641362,267.3603475983573
61200,68,4.339426798618828,2912.0,999.0889423076924,8.664075211221164,-280.6126251966977,-26.895739396967656,260.3996136894154
62100,69,4.259557251163201,3202.0,1008.4016239850093,8.033536487575887,-283.57895788727984,-26.008022695461932,264.62024446036287
63000,70,4.188037959335712,3357.0,998.0604706583259,7.355857763336066,-267.88942818500675,-22.325314306999644,248.95608076858662
63900,71,4.230953295395207,3600.0,970.0388888888887,7.389986337527945,-281.6662284841267,-31.38591180536457,245.6442128404041
64800,72,4.104996537732988,3744.0,957.9476495726497,6.749741096080487,-273.66566747357507,-28.32189583440635,250.0504847173817
65700,73,3.958261640022096,3926.0,921.7073357106468,6.196602670009747,-257.9815031257008,-23.86618172271781,242.7637651157576
66600,74,3.8730440049804264,3846.0,897.758710348414,6.310501160143152,-250.3897295538929,-21.7035749139082,239.20807019708568
67500,75,3.666831585635004,3863.0,857.594356717577,5.9704897168061555,-227.56580266836662,-15.009895138100262,213.8175835718571
68400,76,3.5403334549379553,3911.0,841.1718230631552,5.822845769653359,-219.37403429250327,-13.809365923371846,214.09081174851303
69300,77,3.3433030556000904,3782.0,799.497620306716,5.656696587339344,-202.85144514902058,-10.453204040225273,194.00713867128115
70200,78,3.2145298419823813,3860.0,775.0839378238343,5.4218333895311455,-191.2138730916636,3.1183939513429664,200.48483887188289
