simulation_time,travel_time_factor,speed,speed_nw
0,2.283889252434096,19.43213331545043,44.38084043102376
3600,2.0392025626157184,21.728186005108054,44.30817258260733
7200,1.889892197680657,23.295771953726305,44.02649765429523
10800,1.8154311496468944,24.309307123744503,44.13187337877892
14400,1.7942062099325795,24.68998515121904,44.29892468146038
18000,1.888229035393363,23.77585681394271,44.894263177441765
21600,2.105756492365729,21.52171586914349,45.31949291829946
25200,2.5219272762326588,17.976338683217783,45.3350188520032
28800,3.0165629068390483,15.002530982382565,45.256078470158826
32400,3.2750436092038555,13.724880884157397,44.94958342674384
36000,3.4089665463812278,13.121936912854864,44.73224395964719
39600,3.4715105717914985,12.869802762750831,44.67765634776095
43200,3.428692327963117,12.992024627517448,44.54565516507695
46800,3.344834800240005,13.356844995299006,44.676439961687656
50400,3.366479793323496,13.283604019152552,44.71898451298784
54000,3.372750736989839,13.266567049093256,44.74482379215439
57600,3.13692576607698,14.2021760241704,44.55117190458085
61200,3.188019671608153,13.963617557439816,44.51628745993112
64800,3.2192986253069686,13.741472701864176,44.23790417880458
68400,3.1017516015690667,14.255891776000002,44.218235148003295
72000,2.884725615524557,15.251528032409531,43.99647359098263
75600,2.7703198558929087,15.900365837965884,44.049099196878174
79200,2.730905784484847,16.186268310207648,44.20317375756984
82800,2.534723469208885,17.330189096408176,43.92723702849373
