simulation_time,time_interval,travel_time_factor,travel requests,average travel duration,standard error,25%,50%,75%
0,0,2.507966474952428,1660.0,706.6271084337351,9.188813586803278,-192.9691352547519,-32.17107181800688,125.89171602061106
900,1,2.3565862936376463,1483.0,673.4052596089009,8.768622875625322,-178.12356586293637,-27.208908521995173,121.29535554328493
1800,2,2.275638620696696,1370.0,650.8343065693431,7.934230074152285,-163.50429724287363,-23.823113105218933,121.78639034150792
2700,3,2.146650438058922,1249.0,605.7782225780625,7.771255605116862,-147.43751702301512,-6.715715647555497,129.94811101275593
3600,4,2.0836634468403417,1037.0,617.8052073288331,8.601870969684693,-148.85596643574982,-4.637141834975751,118.96830910332716
4500,5,1.9678992985817136,900.0,566.1077777777778,7.706344853312503,-139.02765793498742,-9.326908815622772,123.12269702283476
5400,6,1.9647348303421333,764.0,547.651832460733,8.580323809152155,-132.01366936203385,8.43589346256067,125.60285596220844
6300,7,1.9099016432472116,670.0,574.7179104477611,8.760855891548056,-128.45734526047428,-10.304590973796364,122.16058984291686
7200,8,1.8298099373501104,621.0,557.8003220611918,8.837876980631588,-125.61007046791973,0.8266087709845351,113.2272088576168
8100,9,1.8263980302420595,508.0,527.1279527559055,9.550141587646293,-111.17491832461448,-0.6339646834951012,122.49035582504072
9000,10,1.8748821538978742,480.0,534.4625,10.86890295751309,-133.0726260861939,-15.024848170370744,134.39515168346355
9900,11,1.8681780456255002,445.0,561.4651685393259,18.30214765032253,-141.426540851347,-30.84218751168305,77.8958808443185
10800,12,1.8128444466511096,402.0,544.9626865671642,14.103058827448516,-131.3982672161263,-11.43493371729312,115.32698848120742
11700,13,1.7527362025530837,330.0,501.78181818181815,11.546355793797664,-121.59883671698036,5.038084552363613,117.36386201494587
12600,14,1.8645893648250136,273.0,507.2161172161172,14.064900279170365,-127.78188330662644,-7.200624806431165,120.07077548712006
13500,15,1.7842420313781893,333.0,529.009009009009,12.302546869032856,-124.09441816653327,1.7443457475362152,120.67519826599549
14400,16,1.8190975801430889,308.0,578.6915584415584,15.585619562949518,-133.12240128188114,-19.859809554913696,115.20073534664884
15300,17,1.8407697421880769,282.0,530.1808510638298,22.14305590967885,-134.4286400236389,-25.11895176183793,113.59694725566969
16200,18,1.6834266101456143,273.0,481.4908424908425,13.403480230678156,-130.04287745091762,4.113558649129743,122.75230203757542
17100,19,1.7135798656681849,337.0,461.0445103857568,10.395714718849623,-114.93561337141966,1.7951825831853512,112.12352350806765
18000,20,1.829218211316163,273.0,528.6373626373627,23.606612173252763,-139.66464713039954,-23.10908030825391,80.5884708983979
18900,21,1.780028317115622,409.0,482.5965770171149,12.604960671414144,-132.78569174024003,-8.86529530062137,100.45736650824713
19800,22,1.8037350571383437,586.0,467.5921501706485,9.612001626790793,-107.9869760124283,-1.260581784190876,112.39163463057557
20700,23,1.8155617365531047,746.0,440.11796246648805,6.70973483194576,-117.51147416791548,0.5548216388982041,112.00438506754551
21600,24,1.8671284634760703,921.0,495.77633007600434,7.041545803012145,-126.48047858942058,4.749370277078072,122.58816120906799
22500,25,1.9455921341628684,1221.0,511.46764946764955,6.5675678866637135,-114.01165482284101,2.099204630774864,124.53446755747187
23400,26,2.006975864629005,1609.0,534.2796768178994,5.36834988176914,-128.2183249520234,3.4000756419056017,130.79072406112988
24300,27,2.1092646237751147,1999.0,521.599299649825,4.948025160066291,-124.26505567108744,-0.8363063689989758,121.03532039196327
25200,28,2.1955259941746004,2236.0,557.5791592128802,5.154803323026524,-139.96850004754708,6.969770611667003,142.42442652916753
26100,29,2.377002857409905,2427.0,586.8014009064689,5.383985697385932,-148.9952957886585,-4.60132288731927,140.1258228405859
27000,30,2.5703080585289926,2700.0,626.2622222222222,6.059786129892283,-172.33303945204318,-4.951801441639816,159.6021088009339
27900,31,2.692312648822164,2817.0,652.6368477103301,6.229517400302875,-176.463238546002,-1.0785488136696129,171.15316711136362
28800,32,2.8283128615533912,2874.0,681.4895615866387,6.1218867437527145,-177.53380695684314,11.02424122524539,189.72899199708883
29700,33,2.9423770924033166,2874.0,720.2957550452331,6.195082985808486,-193.1362775155389,0.5365912072511492,195.1977608068714
30600,34,3.0453031060014935,2945.0,736.8247877758913,6.611903386146307,-194.68153801245086,-5.436372720179179,207.45969439594924
31500,35,3.1923055679539982,2887.0,740.7287842050572,6.965929069749397,-201.82632294700448,8.884970151682298,217.63512204297143
32400,36,3.2260417078504067,2793.0,759.5832438238454,7.786400409974988,-217.68021446971062,-3.461465705222849,211.00520359720318
33300,37,3.365320075907812,2774.0,795.2685652487382,7.876293815832982,-236.40239301818974,-10.991609868015587,223.06311362374382
34200,38,3.439193145241584,2833.0,816.925520649488,7.9984402633982565,-234.71068187964943,-18.439778640996,230.7901963639822
35100,39,3.378578982943024,2725.0,779.5838532110092,7.5572328260683275,-231.86532066319427,-3.965003379587301,225.8494183133872
36000,40,3.4845660070392475,2653.0,815.392385978138,8.248659631128527,-232.49037137265327,-15.527658443472605,233.5713645991898
36900,41,3.4959303468134015,2580.0,792.9325581395349,8.222780009444897,-225.09275101036425,-9.125308235857062,227.23428872920528
37800,42,3.5102734401030675,2735.0,808.9235831809873,8.166234819579346,-230.386836668962,-16.215664497212288,239.9778315822209
38700,43,3.5779541674068573,2725.0,813.0293577981653,8.231116220858588,-239.28695434505264,-24.485546099061818,227.451849937824
39600,44,3.522962816356174,2529.0,830.5262949782523,8.336098195761451,-247.59845723688068,-17.857753147837233,229.32300240018924
40500,45,3.528296354217574,2521.0,816.178500595002,8.480485171344258,-239.13126771576583,-13.489785944677921,226.64206822402505
41400,46,3.616086495882659,2713.0,840.3822336896425,8.210115845657294,-254.57383934122552,-25.67083317473009,227.27442014642247
42300,47,3.6016324205558043,2735.0,809.1162705667276,7.949561187542124,-245.88322496643207,-10.26118728892868,235.87230581437927
43200,48,3.591993617084273,2822.0,816.8068745570517,7.929638130254176,-239.43875533143327,-7.791355325511559,238.94074999259792
44100,49,3.5018744694356707,2841.0,805.8687082013374,7.650078860321587,-232.2249363322805,-21.288668293093334,234.17946572650035
45000,50,3.527475878045593,2688.0,813.4598214285713,7.8696348377303265,-246.9954042857304,-8.786084524038102,223.38654090931823
45900,51,3.3746450749850823,2659.0,774.1605866867243,7.365885599695629,-222.35710948412103,-17.86370879427136,201.40445877623824
46800,52,3.3501959068560083,2646.0,778.4622071050643,7.289884089638915,-224.8427076946097,-15.657814398381332,218.35946915666543
47700,53,3.342430549132057,2791.0,776.8187029738446,7.522703383831032,-216.044303641353,-20.907845404372093,200.6405574569112
48600,54,3.4114005739132613,2810.0,775.0604982206405,7.270983414956543,-213.6583712391765,-10.737942182624721,213.1448253825043
49500,55,3.374458185632748,2953.0,775.6088723332206,6.907025448937049,-217.16439332997413,-12.618880923125062,203.1970613108445
50400,56,3.3805748865355523,2912.0,786.5467032967032,6.872943693097705,-220.40239031770042,-13.432617246596068,206.91871406959152
51300,57,3.370787911091558,3071.0,778.4083360468902,6.5558444692996325,-209.92727999560054,-5.022919460390085,213.29750951452309
52200,58,3.3586578138763,3159.0,780.957581513137,6.888283683303107,-205.08673946575576,-8.856917252186092,199.0661583618435
53100,59,3.374793319884634,3277.0,769.8400976502899,6.338810619903045,-209.34007106050308,-12.096271463964115,203.13430060519147
54000,60,3.4405359954440384,3233.0,794.1806371790906,6.452035959410492,-216.94471876989053,1.9631529931995144,218.78392013667886
54900,61,3.3872515218140817,3041.0,788.2883919763237,6.659977240928362,-212.2686715425007,-0.9259737066699928,209.37285999310453
55800,62,3.3679942450724134,3054.0,786.4476096922069,6.7987691061580415,-217.19418288161447,-10.92629654143434,214.560640235694
56700,63,3.2581822112915866,2786.0,735.6252692031586,6.954996859687528,-220.03643144779872,-10.29461365909026,192.4398800032432
57600,64,3.1904130896427403,2820.0,736.8078014184398,6.5268395077972325,-204.14518635328582,-11.44212706694532,195.0931612881432
58500,65,3.1870857213446766,2692.0,728.3722139673106,6.534303569932016,-191.4357447507095,-9.068630064399118,184.63497072620467
59400,66,3.151174233915993,2637.0,739.4910883579827,6.866028032914853,-203.6536345258545,-11.096891063605652,195.23091031609704
60300,67,3.1649844069615374,2716.0,729.7654639175258,6.632753467739352,-204.16787666409593,-12.554139700211296,197.91209214982726
61200,68,3.2450094272839425,3110.0,762.0315112540193,6.720093938551434,-213.55405078820846,-12.016385810739564,203.51219214132854
62100,69,3.219079830313348,3389.0,756.5901445854234,6.280087574747964,-212.7876845354897,-23.254125723296283,200.9083910526574
63000,70,3.2927887332549224,3640.0,769.8892857142857,6.5217974697815775,-222.00623978492982,-13.717605816671009,201.82039424442848
63900,71,3.3033516843190904,3638.0,771.2336448598131,6.238581093934762,-218.49044696973263,-18.621964199094805,202.17936361795415
64800,72,3.3432595866081165,3832.0,779.8248956158664,6.021571282800333,-217.36700948172188,-16.451312617123026,200.78772131009987
65700,73,3.2902165851968537,3918.0,775.6572230729963,5.892326879144116,-207.31071801700853,-6.275430220157915,197.8792000259837
66600,74,3.2554287093955185,3973.0,766.9816259753336,5.789668380942104,-201.19431606701406,-5.466310272402325,198.9845519752319
67500,75,3.1871210548119135,4071.0,757.8184721198722,5.473715081143223,-201.6988294215911,7.7848629573039725,206.73489410454516
68400,76,3.2205072995468287,3912.0,770.7903885480572,5.718558555036196,-197.17782398848232,-5.550191660498741,200.6499159983381
69300,77,3.148382581843744,4016.0,749.4404880478087,5.5096721440668475,-200.22187405854592,-2.41561433018677,191.53463060479012
70200,78,3.13272466411627,3753.0,756.9181987743139,5.966400115945665,-203.2591104636481,-7.091978601369532,212.07515326090916
