simulation_time,travel_time_factor,speed,speed_nw
0,2.391612541063917,18.17680233638873,43.4718684241472
3600,2.1737664342781446,19.87058815226642,43.19401755476173
7200,2.032618467209828,21.187411510320647,43.06592390825182
10800,1.910265829591257,22.671905640880336,43.30936663749097
14400,1.8175287032983325,24.03409351804615,43.68265482680527
18000,1.6934610061068625,26.18373766322045,44.34113872679546
21600,1.6628240519279758,27.104285524054337,45.069657879720815
25200,1.7742304830061455,25.54751399149396,45.32717808873459
28800,1.9358545083320116,23.299675903563447,45.104782640588034
32400,2.0947364690688013,21.431282443368616,44.89288891303817
36000,2.341662831305022,19.11552097274608,44.7621049629111
39600,2.57901776646576,17.253540264698653,44.49718687709018
43200,2.764985084597279,16.058244728466484,44.40080715902272
46800,2.90461296516952,15.272667279313607,44.3611873922146
50400,3.04549144228862,14.597066415991971,44.45524085242217
54000,3.1233273295387725,14.215758955462515,44.40046845573163
57600,3.185794118489578,13.964665527583843,44.48854930445077
61200,3.213692382546279,13.823354868606248,44.42401024247392
64800,3.060260692566058,14.447602699347506,44.213430642624445
68400,2.714870469632569,16.317557146380384,44.30005403325
72000,2.416332050303156,18.3172076016129,44.26045579983385
75600,2.238754828331982,19.7868949297252,44.29800656161989
79200,2.1134343637636293,20.94151398812361,44.25851529173716
82800,1.9780841586062,22.45732061819052,44.42247015958306
