simulation_time,travel_time_factor,speed,speed_nw
0,2.104717307100508,21.11728364276708,44.44591236188234
3600,1.931343028434347,22.89434248180585,44.21682874282404
7200,1.8315345284694164,24.087444936325905,44.11698710348669
10800,1.809228414803587,24.35642456004994,44.06633539706231
14400,1.748524922790494,25.433141604313395,44.47048196000178
18000,1.8312609391655548,24.39591184092672,44.67528042961555
21600,2.113593996843414,21.276528198877607,44.96994227481732
25200,2.784671187323274,16.232816540222732,45.20305650866292
28800,3.4746062046537336,12.974600934805634,45.08162891098178
32400,3.807566148672623,11.79206488314162,44.899067072001216
36000,3.9636877912441344,11.295120983034082,44.77033314107764
39600,4.030173756294539,11.089903943106624,44.69423983133564
43200,4.0318239556516335,11.082006850489575,44.680700696499386
46800,4.109850636617135,10.875878549106384,44.69823637881552
50400,4.7883579723919,9.32664222031004,44.65930163126847
54000,5.578649134037168,8.011911825914751,44.69564496962147
57600,6.561383322497097,6.759534106962166,44.35189435727186
61200,6.83284314358334,6.445357856631149,44.04011923862316
64800,6.065188145534126,7.242632656971224,43.9279297335202
68400,5.173650702329441,8.51554832893249,44.056472592701866
72000,4.3655603764084665,10.07892773968544,44.0001675770549
75600,3.719958395576628,11.894384074330985,44.24661389752049
79200,3.321234622622377,13.373683527378716,44.41714076312475
82800,2.8392699286345024,15.7011464445937,44.57979294522143
