simulation_time,travel_time_factor,speed,speed_nw
0,1.9843474350841728,22.350929462237666,44.352009550138575
3600,1.862695727643588,23.83614406039833,44.39948370480105
7200,1.8207925611891755,24.319437972575617,44.28065175276725
10800,1.77443753864842,24.850178476134847,44.09508953016666
14400,1.8027970133287816,24.75139127076661,44.62173425867012
18000,1.8981498881514252,23.611402521385813,44.81798105506677
21600,2.3016344247172142,19.57297622390144,45.04983587110311
25200,3.0344168484847227,14.879348658760325,45.150146264620886
28800,3.7001793079574608,12.197736564745435,45.13381244078719
32400,3.804609627842893,11.809219318893144,44.92946951796915
36000,3.884998291783234,11.503217767126774,44.68998137529806
39600,3.950292027489205,11.351294229411192,44.840927096127245
43200,3.952616042205342,11.320621080480691,44.74606849043595
46800,3.760205940379281,11.884237598281969,44.68718081393865
50400,3.7667622525668567,11.890428037497378,44.78841549850773
54000,3.9034901782445264,11.475489889572804,44.79446207449181
57600,3.7056471820129766,12.068712132615486,44.7223891047524
61200,3.6283070325553055,12.310155985723494,44.66502553485336
64800,3.49686920870386,12.729075759705502,44.51191307937287
68400,3.012708640414642,14.760711694511594,44.46972366072453
72000,2.685962574247512,16.578765403802418,44.529943401842736
75600,2.5096193962369444,17.732106731428757,44.500838989337296
79200,2.3950596813423344,18.607754926507504,44.56668358477731
82800,2.223998476008197,19.89460046313589,44.2455611108062
