simulation_time,time_interval,travel_time_factor,travel requests,average travel duration,standard error,25%,50%,75%
0,0,2.180571280624501,1609.0,659.5394655065257,6.962884693696292,-149.03196064611708,-5.3964998222581935,151.6914566813449
900,1,2.095627410849991,1290.0,592.1333333333333,7.254123160814143,-150.76412353428546,-9.546206014847797,138.21187770577615
1800,2,2.0606560559006213,1024.0,601.3251953125,8.769195012891997,-136.94841809006215,3.1016110248447006,136.9080939440993
2700,3,1.9660054302654184,981.0,578.6829765545361,8.170666820396795,-120.26907519255279,1.5411148667368482,143.17861694464457
3600,4,1.9567588898830568,862.0,580.9825986078887,8.867620200334121,-127.45482091295904,-1.0977857832201323,121.21035645490879
4500,5,1.8826544121276851,763.0,549.816513761468,8.41192134291304,-133.59468022564388,-5.005919337249679,119.93337491978157
5400,6,1.9091097726482495,609.0,558.9835796387522,10.831414784177122,-136.64598405060735,-4.0018674921767285,134.81676705138128
6300,7,1.807556921357732,507.0,510.465483234714,10.322363578159171,-119.01443637379525,-10.676602877496864,118.39896633608043
7200,8,1.799185041569452,514.0,532.5972762645914,10.756971698169354,-129.78199861982844,6.841395287700068,110.31927146659656
8100,9,1.7197947370832507,429.0,524.974358974359,11.480029046523304,-111.55792110206642,11.909968385845387,136.55263680376316
9000,10,1.861256439953672,360.0,517.8222222222222,13.421327355965671,-130.96855904788526,-4.866468309437239,116.83052438196421
9900,11,1.7092006450126698,377.0,492.0185676392573,11.29952097441601,-119.95627735544815,-6.400912232204576,109.31703294171848
10800,12,1.7651246763864286,298.0,521.6476510067114,11.523494661819706,-135.03473736203836,-7.494702956806037,131.16631182722443
11700,13,1.8180707127349065,242.0,522.5,22.33396896970829,-126.59703230815677,-29.054910926109585,84.31534242045177
12600,14,1.72819969451363,252.0,498.3730158730159,13.010963813169765,-110.92589203396129,12.527080953888062,131.69779210414058
13500,15,1.7006856332256286,244.0,530.655737704918,16.875092207945446,-107.4535818425408,-0.6607297659390099,107.78138545196623
14400,16,1.658939219869796,233.0,520.5793991416309,15.771301115972786,-121.2051261009902,-4.890407024454248,115.56972482083269
15300,17,1.7720443247146391,256.0,498.484375,13.329254832011538,-114.7741341961286,-9.826228233399064,89.31059238481407
16200,18,1.6829802556562443,228.0,491.9912280701754,14.856192293143694,-125.57760457300607,-13.49597911540539,122.8842270299466
17100,19,1.6617889330361468,282.0,425.6595744680851,11.817669950697436,-119.14153503246438,-13.321203605000465,105.98980036825272
18000,20,1.6272927247436353,245.0,410.6489795918368,13.136228528056698,-103.95964480962698,-7.5032995826998095,85.34996603370752
18900,21,1.729568,364.0,445.4587912087912,11.663078138882787,-120.992008,-8.938847999999991,92.242376
19800,22,1.8412446089097945,630.0,448.6031746031746,8.449861346670822,-123.62258785359684,-4.463321041864802,108.14967034542069
20700,23,1.820226793563065,753.0,405.87915006640105,7.967654022293078,-120.75311186020748,-6.685627672626339,96.63934582444948
21600,24,1.8183319678560843,929.0,449.13778256189454,6.298902045445432,-114.70438143880631,-4.21635260689942,110.14863510380529
22500,25,1.9450166902197747,1333.0,479.0840210052513,5.889655734944787,-115.88307100043858,-3.5943728375810338,104.30247977681398
23400,26,2.0242073834581507,1880.0,522.1765957446809,4.8591812879007,-128.38887491339779,-5.5901900300221135,120.25706839101316
24300,27,2.118069098909256,2327.0,510.12333476579283,4.887841106118262,-129.7651500687849,6.9497772297985705,127.0221860207015
25200,28,2.359388820861178,2466.0,607.8937550689376,5.485088257940474,-147.9633492402756,2.575512857237328,158.903458186042
26100,29,2.6570372263255084,2914.0,663.6866849691146,5.704044875398357,-175.36209216730418,0.2477434219202905,166.56164579761275
27000,30,2.8978732606220485,3365.0,720.8160475482913,5.636460798359076,-187.71931365134662,-6.783115832685156,181.74457502846442
27900,31,3.1343449805165315,3397.0,745.6373270532823,6.1141018810800585,-207.33050248663253,-13.673952291797885,205.9674231952888
28800,32,3.344480523956392,3422.0,779.853302162478,6.498486729590466,-230.3008124783032,-6.207143743365577,220.9173695278653
29700,33,3.5568448210698502,3408.0,858.8016431924882,7.249252078641876,-244.35270178632413,-10.298171749124721,239.95355697120894
30600,34,3.688318538043896,3354.0,900.7096004770424,8.031549185487796,-261.86158488866,-9.443174978359508,258.58301823904515
