simulation_time,time_interval,travel_time_factor,travel requests,average travel duration,standard error,25%,50%,75%
0,0,1.9742610334745945,1075.0,553.4046511627906,7.9113250511813895,-121.77781059492321,4.100135066521092,128.15875294109836
900,1,1.8617166976356765,923.0,503.67605633802816,6.635501988666436,-112.67135540142245,1.4979456333696248,112.78404321778689
1800,2,1.8990664100096248,781.0,505.2829705505762,7.934847856000773,-115.53672762271412,0.6260346487006814,115.90082771896051
2700,3,1.806416469881576,611.0,502.050736497545,8.21696815187208,-103.69219376608395,1.4633155294352491,104.95677892740841
3600,4,1.8074884830267584,528.0,523.8806818181819,12.149983063469492,-122.65161400986703,-7.367167641389187,122.89271245139999
4500,5,1.7672005343855344,443.0,513.5891647855532,10.020502944773456,-124.48488496729998,-8.551318099203115,118.81062712627964
5400,6,1.7809295696583396,354.0,508.2994350282486,13.219473683438206,-124.83201037254044,-11.415574646660616,101.13876242131515
6300,7,1.752821037987402,336.0,539.9732142857143,11.864876952011599,-122.12089645244812,-5.239111952699275,123.39092388994094
7200,8,1.7423415765957202,305.0,497.344262295082,13.098504218532154,-106.79437405956742,-5.3025579765911175,107.07763522128164
8100,9,1.7535792487788446,251.0,539.215139442231,14.476539323093887,-109.29981472123971,2.980461512548402,111.07352198079836
9000,10,1.7736832956718234,227.0,494.46696035242286,13.227714235406411,-115.69433339127407,-2.2788110551016985,118.07908917086736
9900,11,1.6804876637838777,230.0,505.2130434782609,15.348947566265068,-99.22679547623865,3.117085587018785,109.42503904781192
10800,12,1.7328358488095903,177.0,523.4632768361582,17.003915500134852,-115.55673380837491,-2.9119489797826645,114.03581514522438
11700,13,1.6941364302429849,153.0,506.281045751634,19.40121070096799,-129.84156770115692,-25.27259803599938,109.73529733394571
12600,14,1.7609771537089256,121.0,505.793388429752,24.641077543006624,-117.4489842895782,0.4777291822524034,114.27303331990558
13500,15,1.7873209615145098,146.0,491.45205479452056,18.85508144959145,-140.3057043218333,11.99593971852036,116.94326192552
14400,16,1.732807058277223,155.0,481.49677419354833,14.56173131255424,-105.80492221964244,2.483677733921525,97.9408637102392
15300,17,1.7625430699121931,153.0,518.2222222222222,19.42952471974305,-134.30485717461374,-14.769434255863075,104.03983550072245
16200,18,1.7821066137874724,164.0,465.7926829268293,18.24428283920164,-115.53059022512541,-9.232998950192496,85.73813134258721
17100,19,1.6449038654402706,270.0,425.2259259259259,11.911866773698074,-101.92609028912013,-4.629667039170202,99.47814765466059
18000,20,1.7691661684743931,274.0,453.6167883211679,13.348163832798006,-119.92591525037722,11.468386141714364,101.48482292823185
18900,21,1.7577935485326803,364.0,428.00824175824175,9.765969709279869,-110.40524195823136,-18.8417032415295,109.6577128769843
19800,22,1.817698821185456,663.0,429.33333333333326,7.149278245809156,-109.39108417732024,-9.504399800763736,113.06292545243238
20700,23,1.7926004456616702,890.0,410.3685393258427,6.0300516855011,-110.58367445102137,-5.393448577122059,102.36215409684796
21600,24,1.9714789924276133,1099.0,471.66424021838037,6.364802091333868,-124.75389934164735,3.3369578859692126,125.06071410913214
22500,25,2.072661673114385,1489.0,507.3357958361317,5.746534879208893,-131.45245699234502,-4.300694158641306,120.62664416824431
23400,26,2.2000421484580026,2010.0,550.5402985074627,5.341051760007534,-138.5598100536001,-2.3050156665023,134.79595374803176
24300,27,2.3349849546338253,2557.0,555.6597575283537,4.797072233687235,-141.54308923849578,1.8117151717439697,134.0883050421287
25200,28,2.515617057946784,2616.0,614.861620795107,5.1183867005124615,-155.83846381825373,9.78517337428866,158.3494491685135
26100,29,2.8523188198084504,3073.0,667.0536934591604,5.643704368393347,-183.68753365624784,-9.21839443522208,162.8698625085749
27000,30,3.201332150543596,3365.0,755.0044576523031,5.9140840281399765,-193.35452946305716,-11.783836775016255,197.78685591302462
27900,31,3.389466792191138,3394.0,773.316735415439,6.528781399745071,-221.79062692499917,-10.141412615209392,209.0190223813232
28800,32,3.53558232403574,3415.0,818.7373352855051,6.378036195995892,-219.52473780180924,-4.761602601875894,205.29943830028301
29700,33,3.665206076023041,3376.0,850.5894549763033,6.626754072623142,-221.95577065195613,1.9903468275230691,232.9598802383745
30600,34,3.7466561085629424,3413.0,867.8300615294463,6.67602435695778,-229.86466062695908,8.040918555024007,248.30922172776798
31500,35,3.839453610315071,3255.0,876.3072196620584,7.350073585084692,-245.63367042978115,-11.211814842384,254.4350718051777
32400,36,3.8841347169145406,3009.0,892.4164174144233,8.08450729407291,-251.22982414015556,8.074984161331713,275.56873548122064
33300,37,3.9145208362001744,3046.0,896.5512147078135,8.193455848945396,-249.93628768462455,14.121051643273205,267.6444787509747
34200,38,3.8927791147567516,2897.0,896.7259233690024,8.231559624740884,-246.02408809875593,-0.8665616730252168,272.7199037375139
35100,39,3.9778753095420103,3033.0,888.7121661721068,8.358897741243064,-262.5086878370282,-19.296398834734816,267.38946656946285
36000,40,4.080153274044345,3011.0,910.2603786117568,8.334910048710046,-264.5956384780972,-5.526901857569555,262.4465118840977
36900,41,4.045180016242067,2904.0,926.2403581267216,8.519247314663176,-274.49082323217135,-3.2167233133815785,273.9361513820797
37800,42,4.0319308756041226,2907.0,910.3037495700033,8.558333736913928,-260.9710737379709,-4.258451618408003,262.38016589367453
38700,43,4.128770442543507,2816.0,917.3259943181821,8.964176947433678,-267.0281648381857,-12.073107266612908,248.53043605431745
39600,44,4.080159006387326,2660.0,951.940977443609,9.671611757698258,-293.8502857699919,-21.956775173862926,253.3961539886948
40500,45,4.238540441751715,2645.0,993.4385633270323,10.367116244619057,-293.92793023852266,-11.477989034440329,291.0618123337545
41400,46,4.196313547189944,2783.0,963.7362558390226,9.653051486576699,-287.18343083246367,-17.12813404031283,278.927162751838
42300,47,4.119441307333237,2738.0,949.8652300949598,9.952284239259312,-297.9236165339576,-27.16904603132113,272.19341161767755
43200,48,4.208405867195371,2717.0,967.175929333824,9.951118212565587,-305.89480174433584,-29.89654255702476,298.5359364915658
44100,49,4.218366929991828,2753.0,990.0,9.895761886104712,-297.7080836284391,-23.89383001906839,290.2000817216017
45000,50,4.174810586541754,2638.0,952.062547384382,10.323454735366756,-307.269408438249,-30.92802288586637,297.4673326196738
45900,51,4.131554977438888,2722.0,938.1741366642177,9.676393187837904,-296.9867274498098,-18.456343563086197,288.8117761070637
46800,52,4.036790632467416,2542.0,939.0365853658536,10.039897186226037,-285.18757895484504,-21.185915724000093,304.99735548832365
47700,53,3.9548829192557,2539.0,929.0252067743206,9.765054410435225,-283.74728633560574,-21.97658385113993,280.8575104036377
48600,54,3.8707605794566162,2764.0,903.0061505065124,9.28209709114046,-277.4405961591846,-14.416114179193585,267.69661885420686
49500,55,3.897619016483481,2653.0,898.7647945721823,8.908788741294257,-264.3428511648283,-13.902375752741252,257.6000026153876
