simulation_time,time_interval,travel_time_factor,travel requests,average travel duration,standard error,25%,50%,75%
0,0,2.4575059111533397,2776.0,688.5327809798271,5.3820360763599036,-158.47019833703405,-2.675532003800626,157.7573723878745
900,1,2.409602887793579,2642.0,674.0968962906887,5.592990228753639,-149.68377246448773,3.48635387648136,164.57586648013628
1800,2,2.349474391564564,2614.0,671.4418515684774,5.613929711278807,-151.06595304930534,-1.615019430043219,149.44193107722617
2700,3,2.304892015828643,2397.0,645.6399666249479,5.994205691424353,-149.46645945064415,-1.7588351024140252,137.32534355215137
3600,4,2.269117071746185,2505.0,657.5892215568862,5.667321693787477,-154.071838478789,-9.792570542242686,141.79128808124
4500,5,2.210670980664048,2284.0,628.2119089316988,5.544996719641877,-151.50052615360912,-6.930396733687758,150.0133780140203
5400,6,2.134922463389546,2127.0,618.6497414198401,5.484811803092178,-136.71869737196482,2.428143566846302,146.73374391989012
6300,7,2.111312708892438,2068.0,620.0909090909091,5.627285382616991,-136.86689168052425,5.261362925399709,140.28177470075906
7200,8,2.0582619981418566,1910.0,607.7842931937173,5.515977485229445,-132.37597960298146,3.2811150275530285,135.14121885660398
8100,9,2.115207480326393,1793.0,609.3814835471278,6.288095372238691,-150.21201614542497,-3.479275198187992,148.07829369573426
9000,10,2.0371653654397166,1630.0,602.3773006134968,6.171777162356032,-142.2291376631029,1.900941115936064,144.85259688659926
9900,11,2.0468749298682645,1475.0,618.3505084745763,6.7116016009726085,-138.476537848695,0.8906461096523799,147.85157768352073
10800,12,1.9855446416901052,1379.0,594.8484408992023,6.381867550924506,-140.2586424743546,-7.290133467591659,125.79840197127321
11700,13,1.8934430902807,1219.0,572.1164889253488,6.976515872763798,-130.46744350838526,-6.688732084630942,131.95898368035094
12600,14,1.924913768551628,1051.0,578.7745004757372,7.199229442249544,-130.77593430587638,5.484744153666013,127.97452928704786
13500,15,1.9074425346056945,997.0,590.0310932798395,7.795631094278798,-129.9512942481104,-3.136409178899044,132.45709672084905
14400,16,1.8566329374437247,924.0,562.3668831168832,7.805507022713964,-128.7659070445483,-0.473818762594874,131.90898737297942
15300,17,1.8309514417296,708.0,544.1313559322034,10.145947773985164,-134.63241241973887,-12.054520524507268,114.47702310284352
16200,18,1.7302700765520442,548.0,537.4288321167884,8.703222596011653,-113.42739305920296,3.935462455422936,116.16266428139186
17100,19,1.7443021987484932,397.0,535.7380352644836,12.994930053747812,-113.82765945232215,-3.0049945461852015,102.75710431138413
18000,20,1.6591581448438117,287.0,496.34843205574913,12.50260014958206,-125.89920566516808,-8.301707470474527,135.6076195578746
18900,21,1.6196581196581197,290.0,471.7896551724138,10.168572977313262,-102.32371794871791,10.985042735042725,108.95299145299143
19800,22,1.6442777618064448,262.0,480.26717557251914,12.925677206194415,-111.55060371638392,-1.6851919609021735,106.9553354415493
20700,23,1.6605949999415062,326.0,435.4171779141104,10.687326432297096,-104.09000748721908,3.5680050070777583,115.63798125855473
21600,24,1.6358122107119242,406.0,457.0,8.568256276853777,-102.28994489750937,11.932364998897953,107.91225699801632
22500,25,1.7066243242761057,408.0,468.9117647058823,11.33451918914202,-119.01885336568485,-5.181308094414021,106.60805337995754
23400,26,1.7944502415897283,674.0,469.46439169139467,7.941921847159192,-129.9041835855092,-0.12591305038225187,118.88385120114329
24300,27,1.8366345755216729,703.0,453.72972972972974,8.648959354074039,-134.49518632825095,-15.272398544382524,108.13101708968628
25200,28,1.8799719686088177,770.0,491.24155844155837,8.129281387793446,-136.56084775077903,-10.954968365282824,118.58638414934171
26100,29,1.8949422685948831,794.0,497.72544080604536,8.832664806455748,-128.70352957535772,-17.321109363611953,106.3510323564387
27000,30,1.880992644098298,1077.0,498.8402971216342,6.64800221341089,-123.84150675195451,7.116766624302954,110.60970656919487
27900,31,1.9566823254384824,1252.0,493.3761980830671,6.488154610447057,-130.0791588927147,-8.590830907437976,114.6665560627322
28800,32,2.0008617418761534,1185.0,525.117299578059,6.321531322620287,-120.21112675965759,-3.0698010919684293,118.77250014469551
29700,33,2.078556509631005,1349.0,544.4277242401779,6.048044925155635,-131.11255511719656,1.2738454397772327,121.267463448596
30600,34,2.15462548660162,1635.0,552.811009174312,5.5551951313886825,-137.6050511214782,-1.9162937941457583,123.20727381517125
31500,35,2.207788092195962,2087.0,524.0963104935313,5.291701535000382,-137.9395294526092,-2.0124519854750247,129.76699103594302
32400,36,2.250883218527392,1907.0,552.2642894598846,5.199956016767142,-136.95049060571802,-0.5547103919502661,140.22794411518922
33300,37,2.299741844461288,2173.0,564.1003221352968,5.036384417891412,-139.07495891274493,-1.1576624916512517,134.9431119749649
34200,38,2.3687480623143955,2511.0,599.4253285543607,4.739160704388209,-143.19928693169754,-2.7496124628790994,147.2286413932136
35100,39,2.4347358021009065,2745.0,570.9628415300548,4.8083765265883365,-147.03561475295237,0.6730964608946124,147.919081528983
36000,40,2.470566721765725,2546.0,607.5934799685782,5.229909967116582,-150.00648771450702,-6.260510744316433,144.566729751096
36900,41,2.509991907883504,2737.0,617.6350018268176,5.2011806211072535,-150.34526611184947,-1.7585757874965682,145.33094677763012
37800,42,2.583571966231474,2925.0,653.603076923077,5.345695594449122,-158.54438571905416,0.6762624344745518,167.05064062628804
38700,43,2.648691422261065,3123.0,625.9282740954211,4.965382838629031,-155.27474306077792,0.9365785248267002,157.33110099388225
39600,44,2.7183388076744155,2934.0,657.2283571915474,5.310411347744388,-168.46915995883668,-2.5248755938367964,167.64278514738425
40500,45,2.7762423609097424,3031.0,669.6578686902012,5.4545605222125,-171.56457664257533,-4.72362496375365,164.15479655536527
41400,46,2.804528163824509,3172.0,681.4826607818411,5.429910596318647,-173.9861704308386,-6.09202998017588,180.01361193135227
42300,47,2.8141379995321887,3567.0,671.2046537706757,4.808867921473713,-169.2298568004787,-3.0055279270214896,168.15015909098918
43200,48,2.8674663983997566,3461.0,708.2666859289222,5.153766490009983,-182.5409746511165,-7.74663983997567,167.81948249441436
44100,49,2.86593401993286,3542.0,695.8402032749858,4.928779076770941,-173.1802038868029,-2.4944946842219906,171.09011764131316
45000,50,2.884994625808025,3525.0,701.2975886524823,5.084732315382513,-174.15883917453343,-3.0186457036223833,176.1817842317356
45900,51,2.988974567099567,3724.0,723.8262620837809,5.346932268496295,-188.80291193181824,-0.6477272727272521,180.90437297077926
46800,52,3.0651182587888828,3558.0,748.8605958403598,5.598915500932884,-193.0428498297442,-18.214233618626935,186.73090833793486
47700,53,3.0968930123424823,3601.0,750.6495417939461,5.751251532833121,-212.9636439251683,-6.742471406525056,189.71092377861214
48600,54,3.0852846237835725,3484.0,742.9230769230769,5.771181475546888,-212.7124558367067,-12.377978191319444,200.35864885354238
49500,55,3.077033123597142,3511.0,746.153802335517,5.555460406156684,-194.58501128159102,-14.238252404605644,185.5962364940973
50400,56,3.1158614136940384,3305.0,756.0880484114978,5.8080076968135215,-194.43436153339715,-5.59424751615984,186.78496453794597
51300,57,3.1318063590840586,3351.0,768.9421068337808,5.722295865778639,-189.83836720307255,-12.702240021391392,180.7361776216637
52200,58,3.1316687350751464,3289.0,758.788385527516,5.903598712501818,-192.4654157501044,-8.462003817248842,186.43920573114383
53100,59,3.157168846696365,3522.0,763.2433276547416,5.525128832973304,-187.67407078118168,-12.844121906274154,180.71305557284649
54000,60,3.2417107165963808,3371.0,777.3595372293088,5.910358252072812,-202.4062951916404,-8.995675210270633,189.94017291736512
54900,61,3.2164930015273954,3444.0,783.2804878048779,5.786374062665577,-210.10753109339288,-10.576986775694763,201.5338199891973
55800,62,3.263232375644814,3642.0,797.7742998352553,5.973579143356397,-201.1163301784756,-9.20152733741918,196.2658512219037
56700,63,3.25536385241044,3440.0,793.6113372093022,6.147343794098654,-210.41309712469143,-12.661743715590973,205.4106126948581
57600,64,3.26169933547258,3280.0,808.5225609756097,5.994400881450528,-207.950389516628,-9.165877876021398,198.55176746090993
58500,65,3.2897880494229383,3124.0,806.7794494238158,6.297747462958306,-219.92244642498196,-18.447976301424575,195.53940364589454
59400,66,3.331885923090772,3080.0,811.1681818181818,6.525741422479972,-221.91068954250545,-18.23482919803428,209.19739712874
60300,67,3.3391567916653973,2923.0,825.0150530277111,7.114672436760904,-235.03471989520813,-30.327748499710538,210.07616443781038
61200,68,3.3845514702223998,3180.0,855.674213836478,6.9225916834283865,-247.19642270759743,-27.41154037514309,222.1038235733121
62100,69,3.403654479168265,3420.0,843.2394736842107,6.320891072733866,-228.45597901070357,-12.419434219020955,220.31561604127987
63000,70,3.4237355468431683,3606.0,838.8854686633389,6.232077691075347,-223.2138540921561,-26.18697597403184,221.6766261782096
63900,71,3.356018409144602,3616.0,817.1310840707963,6.044022645113232,-225.94684030112495,-12.891863312555644,205.5737461836916
64800,72,3.3466612271436453,3749.0,840.2440650840224,5.996883981941052,-217.2127023486628,-25.94560052015436,205.62817885406673
65700,73,3.3576727743734955,3876.0,837.3330753353972,6.016504291605369,-223.3551334429279,-21.65774995266881,210.5780969860117
66600,74,3.373158241524957,3983.0,845.7353753452173,6.195099451058862,-228.02274497866097,-21.87059775414116,211.74967806151975
