,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,0,0,1,--153692837#1,8.0,0.0,43.86
1,8,20,21,-103053774#0,1.0,0.0,3.7
2,14,44,45,-103512667#2,4.0,0.0,18.6
3,17,46,47,-103512672,31.0,0.0,160.59
4,18,48,49,-103671248,4.2,0.19999999999999996,4.61
5,21,62,63,-103671267#12,1.0,0.0,3.1
6,25,78,79,-103671267#7,3.0,0.0,6.15
7,29,98,99,-1040258009,8.285714285714286,0.9047619047619042,128.51
8,34,102,103,-104236369,1.0,0.0,3.18
9,38,104,105,-1042557946,1.75,0.25,22.63
10,42,106,107,-1042557947,1.25,0.25,11.41
11,46,108,109,-10425610#1,24.0,128.0,30.71
12,49,110,111,-10425611#0,10.5,10.299999999999999,100.46
13,53,112,113,-10425611#1,7.333333333333333,0.6666666666666665,62.66
14,83,160,161,-107431496#0,6.0,8.0,80.97
15,86,162,163,-107431496#1,15.0,0.0,250.33
16,90,176,177,-108239938,9.0,0.0,71.63
17,95,182,183,-108240279#2,16.0,2.0,19.19
18,98,190,191,-108310250,1.0,0.0,2.67
19,102,192,193,-108310251,1.5,0.5,7.88
20,106,194,195,-108310252,6.5,0.5,38.67
21,110,196,197,-108310253,5.0,0.0,9.98
22,114,200,201,-10941814,7.0,0.0,159.67
23,118,202,203,-10941825,11.0,0.0,77.67
24,122,206,207,-11014139#1,12.5,4.5,56.26
25,132,264,265,-115082348,23.0,0.0,6.31
26,145,332,333,-116765451#1,11.0,1.0,133.91
27,149,334,335,-116765451#2,1.3333333333333333,0.3333333333333333,4.02
28,159,360,361,-118604348#0,4.0,0.0,41.81
29,160,362,363,-118604348#1,2.0,0.0,21.87
30,166,402,403,-118607469#0,14.0,0.0,170.52
31,167,404,405,-118607469#1,22.0,0.0,281.09
32,168,406,407,-118607469#2,32.0,0.0,416.58
33,169,408,409,-118607469#3,16.0,0.0,182.01
34,172,430,431,-118607487#0,1.0,0.0,1.99
35,176,432,433,-118607487#1,11.0,0.0,124.22
36,179,434,435,-118607487#10,1.0,0.0,8.9
37,181,436,437,-118607487#11,2.0,0.0,10.15
38,183,438,439,-118607487#12,1.0,0.0,6.32
39,185,440,441,-118607487#13,2.0,0.0,10.56
40,186,442,443,-118607487#14,1.0,0.0,9.02
41,187,444,445,-118607487#15,1.0,0.0,9.3
42,188,446,447,-118607487#2,1.0,0.0,7.63
43,190,448,449,-118607487#3,1.0,0.0,6.8
44,192,450,451,-118607487#4,1.0,0.0,5.94
45,194,452,453,-118607487#5,1.0,0.0,8.89
46,196,454,455,-118607487#6,2.0,0.0,8.38
47,198,456,457,-118607487#7,1.0,0.0,7.45
48,200,458,459,-118607487#8,2.0,0.0,8.78
49,202,460,461,-118607487#9,1.0,0.0,5.68
50,207,494,495,-11940927#0,3.0,0.0,54.03
51,211,496,497,-11940927#1,3.0,0.0,48.35
52,215,498,499,-11940927#2,8.0,0.0,126.35
53,219,500,501,-11940927#3,4.0,0.0,20.69
54,227,542,543,-120033098#5,13.0,0.0,61.67
55,228,544,545,-120033098#6,1.0,0.0,1.67
56,230,546,547,-120033098#7,3.0,0.0,0.2
57,232,548,549,-120033100#0,29.0,0.0,146.71
