,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,2,0,1,--153692837#1,8.428571428571429,9.285714285714286,43.86
1,7,4,5,-101731827#0,3.0476190476190474,0.3476190476190477,1.56
2,11,6,7,-101731827#1,2.7333333333333334,0.35238095238095235,3.01
3,13,8,9,-101731827#2,4.5,0.5,20.95
4,16,10,11,-101731858,9.0,0.0,60.57
5,19,12,13,-102461801,27.0,0.0,126.31
6,23,14,15,-102818928#0,5.0,0.0,50.99
7,27,16,17,-102818928#1,11.5,0.5,101.05
8,28,18,19,-103053747,9.0,0.0,41.6
9,32,20,21,-103053774#0,3.3,1.1222222222222222,3.7
10,36,22,23,-103053774#1,2.3333333333333335,1.0666666666666669,0.28
11,40,24,25,-103053774#2,3.75,0.25000000000000006,3.21
12,49,32,33,-103053774#6,2.0,0.0,0.2
13,53,36,37,-103053803,10.666666666666666,2.3333333333333326,41.75
14,57,38,39,-103396186,4.7,1.3444444444444443,9.08
15,63,42,43,-103512667#0,8.441558441558442,3.4603554340396423,42.99
16,67,44,45,-103512667#2,5.886792452830188,12.56386066763425,18.6
17,69,46,47,-103512672,35.0,0.0,160.59
18,73,48,49,-103671248,4.213333333333333,0.30522522522522527,4.61
19,80,54,55,-103671267#0,20.25,2.2499999999999996,94.21
20,83,56,57,-103671267#1,3.0,0.0,11.5
21,92,64,65,-103671267#13,3.0,0.0,3.26
22,96,68,69,-103671267#2,2.0,0.0,2.34
23,115,82,83,-103671270,8.0,0.0,48.69
24,118,84,85,-103678452,1.6666666666666667,0.3333333333333333,0.2
25,122,88,89,-103678458#1,2.25,0.9166666666666666,0.2
26,124,90,91,-103686129#1,77.0,0.0,177.86
27,128,92,93,-103687101,2.473684210526316,6.596491228070175,0.2
28,132,94,95,-103718186,72.85714285714286,2827.142857142857,13.91
29,136,98,99,-1040258009,8.2375,0.36060126582278484,128.51
30,140,100,101,-104236368#0,10.5,0.9999999999999997,68.52
31,144,102,103,-104236369,1.0,0.05714285714285714,3.18
32,148,104,105,-1042557946,1.8604651162790697,0.12292358803986711,22.63
33,152,106,107,-1042557947,1.1395348837209303,0.12292358803986714,11.41
34,156,108,109,-10425610#1,14.714285714285714,294.23809523809524,30.71
35,160,110,111,-10425611#0,13.232323232323232,47.32646259549811,100.46
36,164,112,113,-10425611#1,6.628140703517588,0.638800060910614,62.66
37,168,114,115,-10427692#1,38.92,715.4933333333333,40.52
38,172,116,117,-10427692#2,2.3181818181818183,2.703463203463203,9.82
39,176,118,119,-10427692#3,3.5238095238095237,0.36190476190476184,19.0
40,180,120,121,-10427692#4,4.583333333333333,1.6214285714285712,21.47
41,184,122,123,-10427692#5,5.303030303030303,2.4053030303030303,58.42
42,188,124,125,-10427692#6,2.696969696969697,0.28030303030303033,31.48
43,192,126,127,-10427692#7,6.878787878787879,1.2973484848484849,54.49
44,194,128,129,-104847200,15.5,4.5,66.07
45,197,134,135,-105143683#0,26.0,2.0,112.05
46,199,136,137,-105143683#1,8.8,3.599999999999999,28.17
47,203,138,139,-105467137,11.75,0.9166666666666666,68.83
48,207,142,143,-105540411,9.2,0.7000000000000004,36.62
49,210,144,145,-10597452#0,13.0,0.0,144.65
