,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,1,4,5,-101731827#0,1.0,0.0,1.56
1,7,14,15,-102818928#0,5.0,0.0,50.99
2,9,16,17,-102818928#1,11.0,0.0,101.05
3,16,42,43,-103512667#0,10.0,0.0,42.99
4,24,54,55,-103671267#0,19.0,0.0,94.21
5,25,56,57,-103671267#1,4.0,0.0,11.5
6,29,68,69,-103671267#2,3.0,0.0,2.34
7,30,72,73,-103671267#4,2.0,0.0,1.96
8,36,94,95,-103718186,48.0,0.0,13.91
9,38,98,99,-1040258009,8.0,0.5714285714285714,128.51
10,41,100,101,-104236368#0,11.0,0.0,68.52
11,45,104,105,-1042557946,2.0,0.0,22.63
12,49,106,107,-1042557947,1.2,0.2,11.41
13,55,110,111,-10425611#0,11.066666666666666,19.49523809523809,100.46
14,59,112,113,-10425611#1,6.933333333333334,0.6380952380952382,62.66
15,63,114,115,-10427692#1,31.5,4.5,40.52
16,66,116,117,-10427692#2,2.5,0.5,9.82
17,68,118,119,-10427692#3,3.0,0.0,19.0
18,70,120,121,-10427692#4,5.0,0.0,21.47
19,71,122,123,-10427692#5,8.0,0.0,58.42
20,73,124,125,-10427692#6,3.0,0.0,31.48
21,75,126,127,-10427692#7,7.0,0.0,54.49
22,78,138,139,-105467137,10.5,0.5,68.83
23,81,148,149,-10597454#1,3.0,0.0,13.2
24,83,150,151,-10597454#2,4.0,0.0,28.86
25,86,160,161,-107431496#0,4.5,0.5,80.97
26,89,162,163,-107431496#1,16.5,0.5,250.33
27,92,176,177,-108239938,10.0,2.0,71.63
28,95,180,181,-108240279#1,17.0,0.0,19.08
29,97,182,183,-108240279#2,16.333333333333332,64.33333333333333,19.19
30,100,190,191,-108310250,1.0,0.0,2.67
31,107,196,197,-108310253,4.0,0.0,9.98
32,111,200,201,-10941814,7.166666666666667,0.16666666666666674,159.67
33,117,206,207,-11014139#1,17.0,0.0,56.26
34,124,232,233,-112979110,7.0,0.0,30.91
35,136,332,333,-116765451#1,11.142857142857142,2.142857142857143,133.91
36,140,334,335,-116765451#2,1.75,0.21428571428571427,4.02
37,144,336,337,-116765457#1,3.3333333333333335,0.33333333333333337,2.04
38,175,494,495,-11940927#0,4.0,0.0,54.03
39,178,496,497,-11940927#1,3.0,0.0,48.35
40,181,498,499,-11940927#2,6.0,0.0,126.35
41,184,500,501,-11940927#3,2.0,0.0,20.69
