node_index,source_node_id,pos_x,pos_y,is_stop_only
172,15076589,6671.84,5956.18,False
173,1271288200,6667.53,5908.7,False
174,16059505,4689.83,5526.15,False
175,15247067,4586.54,5584.32,False
176,27306272,929.58,593.56,False
177,27306273,835.41,736.43,False
178,20958639,1036.33,316.22,False
179,27306272,929.58,593.56,False
180,26821265,797.05,855.95,False
181,cluster_180786549_20958658,799.5,943.58,False
182,26821264,804.74,813.09,False
183,26821265,797.05,855.95,False
184,27306273,835.41,736.43,False
185,26821264,804.74,813.09,False
186,21596129,829.88,1041.29,False
187,194523853,757.14,1263.95,False
188,194451652,599.16,1809.18,False
189,20958676,567.78,1802.39,False
190,194451511,650.2,1808.77,False
191,194451652,599.16,1809.18,False
192,32587331,5132.32,1032.81,False
193,32587650,5090.36,1082.02,False
194,9922302507,5136.9,1028.35,False
195,32587331,5132.32,1032.81,False
196,9922361336,5263.35,905.26,False
197,9922302507,5136.9,1028.35,False
198,32587330,5112.64,902.78,False
199,1111630775,5125.66,1020.58,False
200,32456298,4901.21,1236.08,False
201,25999629,4633.22,1310.27,False
202,cluster_32453178_32453179,5611.49,429.03,False
203,32453266,5699.53,315.85,False
204,32963627,7110.34,994.99,False
205,2041182,7133.47,823.03,False
206,2041184,7109.7,1028.34,False
207,32963627,7110.34,994.99,False
208,1248453880,7253.82,2156.5,False
209,cluster_12956750965_3304765652_36590040,7272.38,2316.57,False
210,180712106,1395.69,959.28,False
211,5281833798,1400.04,942.74,False
212,5281833798,1400.04,942.74,False
213,2323339534,1550.67,692.29,False
214,cluster_26821153_26821165_9291019191,405.99,1519.85,False
215,26821183,327.15,1527.25,False
216,32621185,157.34,2429.03,False
217,32621183,137.99,2523.79,False
218,1194281499,114.23,2583.52,False
219,32621183,137.99,2523.79,False
220,2385671807,1758.6,4903.21,False
221,1510068345,1767.22,4858.02,False
222,31726410,1273.84,4503.81,False
223,31726406,1593.48,4525.49,False
224,158681180,2181.98,3127.62,False
225,21675477,2173.44,2970.45,False
226,cluster_21675480_4415172500,2203.84,3458.77,False
227,4415172495,2120.64,3454.03,False
228,1685005441,7746.76,1770.12,False
229,3700905152,7693.65,1786.38,False
230,32947480,2774.85,3841.68,False
231,cluster_32947824_4184184758,2789.04,3932.46,False
232,15935216,3545.9,1558.52,False
233,15935210,3603.48,1859.51,False
234,15935224,3934.59,1483.3,False
235,15935223,3882.19,1496.19,False
236,1073199630,4062.73,3948.28,False
237,1855994334,4023.22,3969.05,False
238,269181575,4630.26,2899.64,False
239,1856132823,4309.71,3104.84,False
240,1856132823,4309.71,3104.84,False
241,15612650,4249.37,3152.92,False
242,1545232714,963.62,5323.85,False
243,31802986,999.08,5328.17,False
244,31728191,1911.94,4198.04,False
245,1686979167,1848.38,4269.1,False
246,1566687300,2784.37,3816.63,False
247,25877806,3034.12,3739.2,False
248,1137659376,283.68,564.69,False
249,20967897,392.64,797.05,False
250,20967954,281.76,389.16,False
251,1137659376,283.68,564.69,False
252,32912639,6423.4,514.42,False
253,32912643,6388.12,510.7,False
254,20967965,258.62,230.38,False
255,20967964,251.77,387.82,False
256,1137659630,421.91,205.17,False
257,20967952,341.36,217.6,False
258,1137659399,502.84,192.68,False
259,1137659630,421.91,205.17,False
260,13180112152,549.12,185.53,False
261,1137659399,502.84,192.68,False
262,20968060,542.35,86.1,False
263,13180112152,549.12,185.53,False
264,20968060,542.35,86.1,False
265,2338317546,272.15,137.84,False
266,32265650,1843.05,6208.06,False
267,10096375338,1846.15,6206.56,False
268,32265515,1773.07,6249.17,False
269,32265650,1843.05,6208.06,False
270,10096375338,1846.15,6206.56,False
271,32265649,1872.3,6197.12,False
272,19473924,7110.07,4676.96,False
273,10096964647,7079.25,4713.6,False
274,19473961,7179.35,4604.13,False
275,19473924,7110.07,4676.96,False
276,19474028,7227.91,4553.61,False
277,19473961,7179.35,4604.13,False
278,18492981,7284.48,4493.72,False
279,19474028,7227.91,4553.61,False
280,32265649,1872.3,6197.12,False
281,10099162768,1893.84,6191.39,False
282,31800226,2135.68,4434.59,False
283,282047136,2129.58,4460.66,False
284,1569394925,2413.06,3401.09,False
285,1569394930,2463.59,3411.51,False
286,31015602,4759.8,1171.95,False
287,7744841615,4781.37,1179.93,False
288,10099102356,5048.99,1078.38,False
289,21595767,5066.06,1064.34,False
290,32942862,775.13,3930.17,False
291,32268804,801.8,3933.3,False
292,266553236,7707.2,4503.16,False
293,10131849397,7698.34,4497.34,False
294,15369664,5615.1,4902.49,False
295,cluster_15369682_411501318,5723.93,4774.32,False
296,4184184755,2007.95,4093.88,False
297,1686979156,1964.87,4140.99,False
298,14574997,5450.51,6128.8,False
299,14574996,5427.78,6147.89,False
300,267771738,6404.81,5052.34,False
301,16938916,6310.75,5150.86,False
302,16146516,6457.78,4992.89,False
303,267771738,6404.81,5052.34,False
304,20938340,5736.44,4785.29,False
305,15369687,5782.52,4766.81,False
306,266532592,6024.68,4577.1,False
307,15327553,6421.5,4080.88,False
308,15327556,6624.57,3909.61,False
309,1271352910,6480.79,4016.78,False
310,19474028,7227.91,4553.61,False
311,19474336,6878.61,4328.51,False
312,19473961,7179.35,4604.13,False
313,10213767271,7168.39,4597.53,False
314,13569900,3755.03,6066.81,False
315,363098,3700.91,6091.49,False
316,13569902,3855.68,6016.33,False
317,13569900,3755.03,6066.81,False
318,15355010,3840.31,5213.47,False
319,cluster_14658510_300949859,3863.1,5288.91,False
320,1651712914,4384.68,3341.11,False
321,340301964,4379.59,3462.82,False
322,15355049,4963.74,1617.02,False
323,32910700,5039.7,1596.49,False
324,32910701,5121.82,1576.5,False
325,15355045,5207.05,1554.71,False
326,32910700,5039.7,1596.49,False
327,32910701,5121.82,1576.5,False
328,cluster_180786549_20958658,799.5,943.58,False
329,21596129,829.88,1041.29,False
330,11658148,1990.88,3933.15,False
331,cluster_21508270_278777806_31800659,2157.38,3970.61,False
332,21675487,2593.61,3162.17,False
333,673647355,2626.91,3121.91,False
334,27224231,2460.11,6153.4,False
335,269944489,2337.9,6181.61,False
336,18289686,2533.44,6136.47,False
337,27224231,2460.11,6153.4,False
338,18289672,2603.9,6120.2,False
339,18289686,2533.44,6136.47,False
340,18289671,2766.72,6082.62,False
341,18289672,2603.9,6120.2,False
342,32700932,2011.27,6161.67,False
343,32701256,2132.98,6130.74,False
344,32265648,1931.84,6181.77,False
345,32700932,2011.27,6161.67,False
346,10099162768,1893.84,6191.39,False
347,32265648,1931.84,6181.77,False
348,32701561,2213.37,6109.92,False
349,540321556,2293.86,6089.35,False
350,32701256,2132.98,6130.74,False
351,32701561,2213.37,6109.92,False
352,20958708,1028.05,2993.75,False
353,1955194,1081.43,2771.15,False
354,26821263,1064.35,2997.91,False
355,20958708,1028.05,2993.75,False
356,1955193,1008.81,3141.95,False
357,20958708,1028.05,2993.75,False
358,13344098,4310.24,6411.05,False
359,10926889288,4276.96,6431.48,False
360,cluster_1955190_3485154591,933.99,2620.82,False
361,cluster_26821141_26821321,774.4,2557.47,False
362,31031380,666.08,3911.68,False
363,10921998289,765.28,3928.5,False
364,8616043998,579.73,3897.04,False
365,31031380,666.08,3911.68,False
366,31031627,784.54,3894.77,False
367,32268804,801.8,3933.3,False
368,20958669,648.19,1586.58,False
369,20958676,567.78,1802.39,False
370,266554885,7645.48,4585.86,False
371,20819100,7513.3,4497.78,False
372,431736843,4526.93,6437.23,False
373,16559458,4523.09,6428.11,False
374,18492933,7649.01,4069.95,False
375,18575830,7598.63,4146.17,False
376,19474096,6919.17,4266.18,False
377,19474336,6878.61,4328.51,False
378,11658141,2104.01,4575.01,False
379,674385779,2092.42,4616.95,False
380,11658141,2104.01,4575.01,False
381,31797898,2079.21,4571.3,False
382,33703422,6441.63,570.82,False
383,673128,6360.28,677.28,False
384,271010722,5021.19,4419.12,False
385,18123822,5082.19,4550.33,False
386,1137659629,361.66,557.57,False
387,20967949,369.36,393.09,False
388,20967948,413.59,394.72,False
389,20967949,369.36,393.09,False
390,20967906,454.07,396.2,False
391,20967948,413.59,394.72,False
392,20967947,495.95,397.73,False
393,20967906,454.07,396.2,False
394,cluster_20967940_21055213_415873647,542.04,393.05,False
395,20967947,495.95,397.73,False
396,1033472324,544.27,308.21,False
397,cluster_20967940_21055213_415873647,542.04,393.05,False
398,25454713,707.07,242.27,False
399,1137659479,546.18,235.81,False
400,13180112152,549.12,185.53,False
401,1137659479,546.18,235.81,False
402,1137659479,546.18,235.81,False
403,1033472324,544.27,308.21,False
404,20967906,454.07,396.2,False
405,1137659599,443.34,559.92,False
406,cluster_10712289486_32963716_673133_9947841417,6876.29,230.11,False
407,33705081,6811.96,190.15,False
408,20626583,5827.51,6134.17,False
409,20626586,5691.08,6180.4,False
410,1297521636,2307.88,3419.07,False
411,1569394925,2413.06,3401.09,False
412,17581438,6255.42,5668.08,False
413,17581437,6309.52,5735.17,False
414,18307092,6210.51,5611.39,False
415,17581438,6255.42,5668.08,False
416,10671545633,6154.21,5537.18,False
417,18307092,6210.51,5611.39,False
418,1955170,385.87,4369.89,False
419,21486971,360.41,4457.3,False
420,1278537846,387.96,4364.16,False
421,1955170,385.87,4369.89,False
422,264075013,7146.05,1779.39,False
423,264075000,7155.17,1849.24,False
424,9849815187,6651.23,783.53,False
425,1380327104,7113.27,211.32,False
426,33702905,6565.27,1141.1,False
427,33702908,6655.31,944.7,False
428,169020531,6262.14,1454.15,False
429,2751873763,6258.44,1503.53,False
430,169022454,6272.86,1310.71,False
431,169020531,6262.14,1454.15,False
432,34038508,6666.02,1232.81,False
433,34038340,6781.89,882.35,False
434,945178382,6905.23,1281.75,False
435,21661204,6838.36,1270.2,False
436,21661204,6838.36,1270.2,False
437,34038508,6666.02,1232.81,False
438,cluster_1939859906_1939859908,6337.25,1131.58,False
439,169022454,6272.86,1310.71,False
440,10707396838,6726.3,186.09,False
441,32963773,6584.78,364.78,False
442,1367541442,6907.98,192.0,False
443,cluster_10712289486_32963716_673133_9947841417,6876.29,230.11,False
444,9693108749,6606.78,392.42,False
445,10708989438,6615.79,403.04,False
446,32963769,6638.9,624.93,False
447,32963771,6714.4,399.04,False
448,32964639,6536.97,770.62,False
449,12244464977,6563.03,723.28,False
450,32964431,6602.73,230.92,False
451,32965196,6559.4,198.57,False
452,32582064,6077.72,455.17,False
453,32912775,5990.58,435.14,False
454,32912775,5990.58,435.14,False
455,673127,5929.45,518.26,False
456,1364306809,5895.88,608.41,False
457,32910804,5912.31,656.83,False
458,32963771,6714.4,399.04,False
459,1388521967,6696.91,384.27,False
460,cluster_10712289486_32963716_673133_9947841417,6876.29,230.11,False
461,673131,6680.52,366.29,False
462,60946292,4790.34,2217.64,False
463,26000908,4701.18,2254.49,False
464,60946293,4886.77,2174.68,False
465,60946292,4790.34,2217.64,False
466,60945572,4986.89,2129.54,False
467,60946293,4886.77,2174.68,False
468,cluster_102750397_54785347,5097.16,2072.27,False
469,60945572,4986.89,2129.54,False
470,33703817,6780.27,437.45,False
471,32963771,6714.4,399.04,False
472,17632375,7269.68,4697.26,False
473,19476070,7286.61,4673.72,False
474,19476070,7286.61,4673.72,False
475,19473961,7179.35,4604.13,False
476,cluster_1939859906_1939859908,6337.25,1131.58,False
477,11588481,6217.08,1082.28,False
478,169023593,6417.74,1158.44,False
479,cluster_1939859906_1939859908,6337.25,1131.58,False
480,169013364,6484.98,1177.19,False
481,169023593,6417.74,1158.44,False
482,7632194,6538.63,1192.64,False
483,169013364,6484.98,1177.19,False
484,11588487,5586.61,209.29,False
485,11588493,5415.38,371.56,False
486,32453266,5699.53,315.85,False
487,cluster_32453334_32453336,5738.47,345.73,False
488,11588493,5415.38,371.56,False
489,32142350,5352.53,350.36,False
490,3354901561,5450.61,381.59,False
491,11588493,5415.38,371.56,False
492,31015020,5076.39,641.92,False
493,31014902,5076.57,689.1,False
494,31384682,5131.83,341.01,False
495,cluster_1314389028_31384680,5107.92,404.19,False
496,21379471,5152.99,279.55,False
497,2579350836,5190.54,171.01,False
498,26493128,168.29,1492.26,False
499,26821361,156.38,1522.69,False
500,26493116,266.03,1339.75,False
501,27307739,223.94,1321.29,False
502,21675415,2791.42,2684.32,False
503,21675413,2824.11,2791.57,False
504,21675416,2795.11,2656.84,False
505,21675415,2791.42,2684.32,False
506,21675417,2765.8,2560.83,False
507,21675416,2795.11,2656.84,False
508,21675421,2728.65,2439.43,False
509,21675417,2765.8,2560.83,False
510,10763133830,6493.48,756.35,False
511,32911517,6497.87,750.53,False
512,10763133831,6486.97,764.83,False
513,10763133830,6493.48,756.35,False
514,34038168,7428.13,1173.13,False
515,2041184,7109.7,1028.34,False
516,21675402,3412.85,2142.51,False
517,21675401,3422.55,2177.66,False
518,20982491,73.23,4706.37,False
519,20982540,81.42,4743.86,False
520,21486967,281.21,4953.47,False
521,1545232703,398.02,4954.2,False
522,10779881720,741.33,3522.7,False
523,32942999,785.03,3528.34,False
524,20958708,1028.05,2993.75,False
525,1955199,955.81,2982.54,False
526,21595766,4976.02,1003.01,False
527,cluster_31015601_32587495,4953.96,988.32,False
528,21595767,5066.06,1064.34,False
529,21595766,4976.02,1003.01,False
530,32587650,5090.36,1082.02,False
531,21595767,5066.06,1064.34,False
532,1767289609,3488.15,2353.43,False
533,15848417,3497.56,2362.07,False
