,index,from_node,to_node,source_edge_id,edge_tt,edge_var,distance
0,6,14,15,-102818928#0,5.0,0.0,50.99
1,8,16,17,-102818928#1,10.0,0.0,101.05
2,16,28,29,-103053774#4,5.0,0.0,6.06
3,17,30,31,-103053774#5,1.0,0.0,1.01
4,23,42,43,-103512667#0,9.5,0.3333333333333333,42.99
5,27,44,45,-103512667#2,4.4,0.30000000000000004,18.6
6,31,48,49,-103671248,4.0,0.5,4.61
7,35,52,53,-103671264,4.0,0.0,32.59
8,37,54,55,-103671267#0,20.0,0.0,94.21
9,40,56,57,-103671267#1,4.0,0.0,11.5
10,45,68,69,-103671267#2,4.0,0.0,2.34
11,46,70,71,-103671267#3,3.0,0.0,4.07
12,47,72,73,-103671267#4,4.0,0.0,1.96
13,49,74,75,-103671267#5,3.0,0.0,3.02
14,51,76,77,-103671267#6,4.0,0.0,3.63
15,53,78,79,-103671267#7,4.0,0.0,6.15
16,55,80,81,-103671267#9,1.5,0.5,5.22
17,57,82,83,-103671270,5.0,0.0,48.69
18,62,94,95,-103718186,7.0,0.0,13.91
19,65,98,99,-1040258009,8.333333333333334,0.42424242424242425,128.51
20,68,100,101,-104236368#0,10.0,0.0,68.52
21,69,102,103,-104236369,1.0,0.0,3.18
22,73,104,105,-1042557946,2.0,0.0,22.63
23,77,106,107,-1042557947,1.125,0.125,11.41
24,84,110,111,-10425611#0,11.533333333333333,19.980952380952377,100.46
25,88,112,113,-10425611#1,6.333333333333333,0.23809523809523814,62.66
26,98,120,121,-10427692#4,5.0,0.0,21.47
27,101,122,123,-10427692#5,6.0,0.0,58.42
28,104,124,125,-10427692#6,3.0,0.0,31.48
29,107,126,127,-10427692#7,9.0,0.0,54.49
30,109,128,129,-104847200,16.0,0.0,66.07
31,111,138,139,-105467137,11.0,0.0,68.83
32,114,148,149,-10597454#1,24.0,882.0,13.2
33,117,150,151,-10597454#2,5.0,2.0,28.86
34,120,152,153,-10597455#0,1.0,0.0,0.2
35,122,154,155,-10597455#1,6.0,0.0,17.94
36,125,160,161,-107431496#0,5.5,5.666666666666667,80.97
37,129,162,163,-107431496#1,17.75,2.916666666666668,250.33
38,132,166,167,-108237964#0,3.0,0.0,3.79
39,133,168,169,-108237964#1,12.0,0.0,52.02
40,138,176,177,-108239938,9.5,0.5,71.63
41,143,182,183,-108240279#2,22.5,180.5,19.19
42,146,190,191,-108310250,0.8333333333333334,0.5666666666666667,2.67
43,149,192,193,-108310251,1.3333333333333333,0.3333333333333333,7.88
44,152,194,195,-108310252,7.0,0.0,38.67
45,155,196,197,-108310253,4.5,0.5,9.98
46,159,200,201,-10941814,7.166666666666667,0.16666666666666666,159.67
47,165,206,207,-11014139#1,16.5,30.333333333333332,56.26
48,172,218,219,-112979065#1,2.0,0.0,9.27
49,183,264,265,-115082348,22.0,0.0,6.31
50,186,286,287,-115881041#0,12.0,0.0,72.84
51,187,288,289,-115881041#1,3.0,0.0,21.26
52,188,290,291,-115881041#2,16.0,0.0,108.36
53,189,292,293,-115881041#3,5.0,0.0,26.21
54,190,294,295,-115881041#4,11.0,0.0,68.01
55,192,298,299,-115881043#10,3.0,0.0,11.25
56,194,300,301,-115881043#11,16.0,0.0,102.96
57,200,310,311,-115881043#8,2.0,0.0,9.19
58,201,312,313,-115881043#9,7.0,0.0,46.08
59,203,332,333,-116765451#1,11.2,0.8444444444444443,133.91
60,207,334,335,-116765451#2,1.3,0.23333333333333334,4.02
61,211,336,337,-116765457#1,5.0,0.0,2.04
62,225,354,355,-118004640#5,2.0,0.0,9.63
63,245,430,431,-118607487#0,1.0,0.0,1.99
64,247,432,433,-118607487#1,9.0,0.0,124.22
65,255,446,447,-118607487#2,2.0,0.0,7.63
66,257,448,449,-118607487#3,1.0,0.0,6.8
67,259,450,451,-118607487#4,2.0,0.0,5.94
68,261,452,453,-118607487#5,3.0,0.0,8.89
69,270,476,477,-118619445#0,1.5,0.5,0.2
70,271,478,479,-118619445#1,4.0,0.0,17.51
71,275,494,495,-11940927#0,4.0,0.0,54.03
72,279,496,497,-11940927#1,2.6666666666666665,0.33333333333333337,48.35
73,283,498,499,-11940927#2,6.666666666666667,0.33333333333333326,126.35
74,287,500,501,-11940927#3,3.0,3.0,20.69
